Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
2.5;2.31;576;18.98;52.59;0.62;0;390.9;-6.25;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
2.6;2.57;576;19.13;52.21;0.53;0;390.9;-6.3;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
2.7;2.8;576;19.3;51;0.49;0;390.9;-6.39;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
2.8;2.99;576;19.89;49.91;0.52;0;390.9;-6.49;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
2.9;3.19;576;22.06;48.38;0.48;0;390.9;-6.55;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3;3.4;576;22.88;48.29;0.47;0;390.9;-6.6;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.1;3.57;576;23.77;49.71;0.48;0;390.85;-6.93;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.2;3.76;576;25.24;50.41;0.48;0;390.8;-7.28;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.3;3.93;576;26.4;53;0.52;0;390.75;-7.86;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.4;4.15;576;28.82;56;0.54;0;390.7;-8.46;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.5;4.36;576;31.61;60.41;0.56;0;390.61;-9.99;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.6;4.59;576;31.7;69.82;0.68;0;390.51;-11.59;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
3.7;4.91;576;31.19;80.11;0.77;0;390.41;-12.45;19;20;86.2;100;8;89.5;0;0;0;0;1;393.63;0;22;57;85;58;29.5;39.84
3.8;5.26;576;30.39;84.21;0.7;0;390.31;-13.25;19;20;86.2;100;8;89.5;0;0;0;0;1;393.13;0;22;57;85;58;29.5;39.84
3.9;5.54;576;29.55;81.38;0.68;0;390.3;-13.39;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;58;29.5;39.84
4;5.88;576;27.71;79.59;0.67;0;390.3;-13.49;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;58;29.5;39.84
4.1;6.14;576;27.08;76.68;0.63;0;390.35;-12.75;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;58;29.5;39.84
4.2;6.44;576;26.9;66.79;0.49;0;390.4;-11.95;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;58;29.5;39.84
4.3;6.67;576;26.05;60.68;0.41;0;390.49;-10.73;19;20;86.2;100;8;89.5;0;0;0;0;1;393.37;0;22;57;85;58;29.5;39.84
4.4;6.83;576;25.65;50.38;0.38;0;390.59;-9.48;19;20;86.2;100;8;89.5;0;0;0;0;1;393.87;0;22;57;85;58;29.5;39.84
4.5;6.94;576;25.72;40.38;0.29;0;390.69;-8.05;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
4.6;7.03;576;25.83;31.68;0.19;0;390.79;-6.6;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
4.7;7.06;576;25.83;25.88;0.14;0;390.89;-5.75;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
4.8;7.09;576;25.65;21.47;0.09;0;390.99;-4.95;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
4.9;7.08;576;25.65;17.29;0.05;0;391.05;-4.48;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
5;7.08;576;25.5;14;0.07;0;391.1;-4.03;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
5.1;7.04;576;25.03;10.5;0.03;0;391.1;-3.67;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
5.2;7.09;576;24.07;8.8;0;0;391.1;-3.32;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
5.3;7.01;576;22.16;6.09;-0.07;0;391.15;-2.79;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
5.4;6.97;576;19.01;3.77;-0.1;0;391.2;-2.24;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;58;29.5;39.84
5.5;6.89;576;18.2;0.29;-0.12;0;391.25;-1.83;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57.63;29.5;39.84
5.6;6.77;576;17.68;-0.61;-0.18;0;391.3;-1.43;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57.13;29.5;39.84
5.7;6.64;576;17.6;-5.11;-0.27;0;391.3;-1.21;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57.37;29.5;39.84
5.8;6.49;576;17.45;-6.39;-0.23;0;391.3;-1.01;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57.87;29.5;39.84
5.9;6.35;576;17.5;-5.22;-0.19;0;391.3;-1;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57.64;29.5;39.84
6;6.22;576;18.43;-6.32;-0.24;0;391.3;-1;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57.14;29.5;39.84
6.1;6.07;576;18.88;-8.18;-0.24;0;391.3;-0.95;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.2;5.91;576;20.18;-7.86;-0.24;0;391.3;-0.9;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.3;5.73;576;22.98;-9.64;-0.23;0;391.3;-1.18;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.4;5.61;576;24.79;-4.64;-0.09;0;391.3;-1.48;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.5;5.5;576;25.08;0;-0.03;0;391.3;-1.83;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.6;5.39;576;25.83;1.5;-0.01;0;391.3;-2.18;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.7;5.29;576;25.98;4.5;0.04;0;391.25;-2.39;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.8;5.22;576;25.98;5.82;0.07;0;391.2;-2.59;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
6.9;5.16;576;26.1;5.82;0.1;0;391.2;-2.83;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7;5.1;576;27.42;7.72;0.14;0;391.2;-3.08;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.1;5.08;576;30.63;13.08;0.23;0;391.06;-4.59;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.2;5.11;576;32.63;23.9;0.48;0;390.91;-6.19;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.3;5.24;576;32.26;42.62;0.82;0;390.71;-8.45;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.4;5.49;576;31.7;57.26;1.02;0;390.51;-10.75;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.5;5.78;576;30.4;61.64;1.02;0;390.5;-11.04;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.6;6.07;576;30;61;1.02;0;390.5;-11.19;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
7.7;6.35;576;28.86;59.14;0.97;0;390.5;-11.06;19;20;86.2;100;8;89.5;0;0;0;0;1;393.64;0;22;57;85;57;29.5;39.84
7.8;6.62;576;27.41;57.32;0.93;0;390.5;-10.91;19;20;86.2;100;8;89.5;0;0;0;0;1;393.14;0;22;57;85;57;29.5;39.84
7.9;6.85;576;26.37;50.6;0.74;0;390.59;-9.36;19;20;86.2;100;8;89.5;0;0;0;0;1;393.36;0;22;57;85;57;29.5;39.84
8;7.04;576;23.31;39.28;0.55;0;390.69;-7.71;19;20;86.2;100;8;89.5;0;0;0;0;1;393.86;0;22;57;85;57;29.5;39.84
8.1;7.13;576;23.48;28.6;0.39;0;390.84;-6.25;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.2;7.2;576;23.8;20.96;0.29;0;390.99;-4.8;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.3;7.22;576;23.8;15.78;0.2;0;391.05;-4;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.4;7.19;576;24.46;11.64;0.18;0;391.1;-3.25;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.5;7.17;576;24.51;7;0.15;0;391.15;-2.59;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.6;7.13;576;24.2;3.82;0.12;0;391.2;-1.94;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.7;7.11;576;24.25;2.64;0.09;0;391.25;-1.57;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.8;7.08;576;24.4;0;-0.03;0;391.3;-1.22;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
8.9;7.12;576;24.79;-5.4;-0.17;0;391.35;-0.92;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9;6.99;576;26.18;-8.46;-0.11;0;391.4;-0.62;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.1;6.95;576;28.34;-3.32;-0.09;0;391.35;-0.97;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.2;6.9;576;31.87;0;-0.12;0;391.3;-1.37;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.3;6.89;576;34.45;2;-0.16;0;391.25;-2.01;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.4;6.87;576;34.8;2.82;-0.15;0;391.2;-2.66;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.5;6.92;576;34.9;15.9;0.02;0;391.06;-4.57;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.6;7.04;576;34.8;26.68;0.16;0;390.91;-6.57;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.7;7.23;576;34.8;31.82;0.19;0;390.81;-7.54;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.8;7.42;576;34.8;35.32;0.26;0;390.71;-8.44;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
9.9;7.71;576;34.8;37.64;0.48;0;390.65;-8.87;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10;8.05;576;34.65;37.36;0.57;0;390.6;-9.27;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.1;8.32;576;34.8;39.5;0.48;0;390.6;-9.3;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.2;8.57;576;35.46;37.64;0.45;0;390.6;-9.3;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.3;8.88;576;36.88;35.18;0.51;0;390.6;-9.58;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.4;9.21;576;37.35;35.86;0.52;0;390.6;-9.88;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.5;9.51;576;38.43;37.68;0.51;0;390.51;-10.65;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.6;9.74;576;39.05;39.36;0.48;0;390.41;-11.45;19;20;86.2;100;8;89.5;0;0;0;0;1;394;0;22;57;85;57;29.5;39.84
10.7;10.05;576;39;42.86;0.51;0;390.31;-12.81;19;20;86.2;100;8;89.5;0;0;0;0;1;393.64;0;22;57;85;57;29.5;39.84
10.8;10.33;576;39.15;47.18;0.6;0;390.21;-14.21;19;20;86.2;100;8;89.5;0;0;0;0;1;393.14;0;22;57;85;57;29.5;39.84
10.9;10.68;576;39.52;49.18;0.57;0;390.15;-14.91;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;57;29.5;39.84
11;10.98;576;41.58;53.14;0.63;0;390.1;-15.56;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;57;29.5;39.84
11.1;11.3;576;42.75;55.9;0.82;0;389.87;-18.45;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;57;29.5;39.84
11.2;11.72;576;43.29;67.22;0.92;0;389.62;-21.5;19;20;86.2;100;8;89.5;0;0;0;0;1;393;0;22;57;85;57;29.5;39.84
11.3;12.19;576;43.18;77.4;1.09;0;389.37;-24.18;19;20;86.2;100;8;89.5;0;0;0;0;1;392.64;0;22;57;85;57;29.5;39.84
11.4;12.69;576;42.96;84;1.14;0;389.12;-26.83;19;20;86.2;100;8;89.5;0;0;0;0;1;392.14;0;22;57;85;57;29.5;39.84
11.5;13.12;576;42.7;86.04;1.02;0;388.96;-27.79;19;20;86.2;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
11.6;13.62;576;42.7;87.5;1.08;0;388.81;-28.64;19;20;86.2;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
11.7;14.07;576;42.51;85.32;1.15;0;388.8;-29.03;19;20;86.2;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
11.8;14.52;576;42.4;83;1.16;0;388.8;-29.38;19;20;86.2;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
11.9;15.03;576;42.25;82.5;1.04;0;388.75;-29.82;19;20;86.15;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
12;15.4;576;42.25;81.36;0.91;0;388.7;-30.27;19;20;86.1;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
12.1;15.82;576;42.46;81.14;0.72;0;388.65;-30.35;19;20;86.1;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
12.2;16.35;576;43.03;78.5;0.82;0;388.6;-30.4;19;20;86.1;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
12.3;16.8;576;43.18;78.18;0.76;0;388.55;-31.29;19;20;86.1;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
12.4;17.2;576;43.4;79.64;0.82;0;388.5;-32.24;19;20;86.1;100;8;89.5;0;0;0;0;1;392;0;22;57;85;57;29.5;39.84
12.5;17.7;576;44.1;79.68;1.02;0;388.41;-33.33;19;20;86.1;100;8;89.5;0;0;0;0;1;391.64;0;22;57;85;57;29.5;39.84
12.6;18.14;576;44.1;80.5;1;0;388.31;-34.43;19;20;86.1;100;8;89.5;0;0;0;0;1;391.14;0;22;57;85;57;29.5;39.84
12.7;18.59;576;44.1;81.68;0.91;0;388.16;-35.57;19;20;86.1;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;29.5;39.84
12.8;19.01;576;44.58;83.18;0.89;0;388.01;-36.72;19;20;86.1;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;29.5;39.84
12.9;19.46;576;48.52;81.86;1.12;0;387.77;-40.16;19;20;86.1;100;8;89.5;0;0;0;0;1;390.64;0;22;57;85;57;29.5;39.84
13;20.04;576;49.6;89.08;1.2;0;387.52;-43.76;19;20;86.1;100;8;89.5;0;0;0;0;1;390.14;0;22;57;85;57;29.5;39.84
13.1;20.62;576;49.38;100.4;1.58;0;387.08;-48.39;19;20;86.1;100;8;89.5;0;0;0;0;1;389.64;0;22;57;85;57;29.5;39.84
13.2;21.23;576;49.23;108.86;1.81;0;386.63;-53.09;19;20;86.1;100;8;89.5;0;0;0;0;1;389.14;0;22;57;85;57;29.5;39.84
13.3;21.86;576;49.16;110.46;1.69;0;386.41;-55.41;19;20;86.1;100;8;89.5;0;0;0;0;1;389;0;22;57;85;57;29.5;39.84
13.4;22.56;576;49.23;110.82;1.65;0;386.21;-57.56;19;20;86.1;100;8;89.5;0;0;0;0;1;389;0;22;57;85;57;29.5;39.84
13.5;23.2;576;49.23;111.14;1.75;0;386.11;-58.45;19;20;86.1;100;8;89.5;0;0;0;0;1;389;0;22;57;85;57;29.5;39.84
13.6;23.88;576;49.23;109;1.81;0;386.01;-59.25;19;20;86.1;100;8;89.5;0;0;0;0;1;389;0;22;57;85;57;29.5;39.84
13.7;24.6;576;49.01;108.68;1.85;0;385.86;-60.33;19;20;86.1;100;8;89.5;0;0;0;0;1;388.64;0;22;57;85;57;29.5;39.84
13.8;25.22;576;48.87;108.14;1.79;0;385.71;-61.43;19;20;86.1;100;8;89.5;0;0;0;0;1;388.14;0;22;57;85;57;29.5;39.84
13.9;25.88;576;48.78;106.64;1.83;0;385.61;-62.34;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14;26.56;576;48.87;105.5;1.75;0;385.51;-63.24;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.1;27.22;576;48.87;104.68;1.7;0;385.45;-63.91;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.2;27.85;576;48.78;104;1.61;0;385.4;-64.56;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.3;28.49;576;48.78;102.82;1.65;0;385.35;-64.88;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.4;29.08;576;48.78;101.32;1.64;0;385.3;-65.18;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.5;29.69;576;48.72;99.32;1.67;0;385.21;-65.81;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.6;30.27;576;48.63;98.36;1.61;0;385.11;-66.46;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.7;30.91;576;48.63;96;1.52;0;385.1;-66.22;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.8;31.49;576;48.4;94.46;1.48;0;385.1;-65.92;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
14.9;32.1;576;48.3;94.18;1.51;0;385.1;-66.04;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15;32.64;576;48.45;91.86;1.51;0;385.1;-66.19;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15.1;33.26;576;48.19;90.14;1.41;0;385.05;-66.39;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15.2;33.76;576;48.3;89;1.42;0;385;-66.59;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15.3;34.28;576;47.98;88.14;1.39;0;385;-66.32;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15.4;34.78;576;47.98;86.18;1.4;0;385;-66.02;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15.5;35.32;576;47.93;84.46;1.28;0;385;-66.09;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.5;39.84
15.6;35.84;576;46.78;82.18;1.31;0;385;-66.19;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.51;39.84
15.7;36.18;576;43.17;80.82;1.2;0;385.33;-61.39;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.56;39.84
15.8;36.65;576;42.15;74.78;1.02;0;385.68;-56.24;19;20;86.1;100;8;89.5;0;0;0;0;1;388;0;22;57;85;57;29.61;39.84
15.9;36.99;576;42.1;60.59;0.93;0;386.31;-48.75;19;20;86.1;100;8;89.5;0;0;0;0;1;388.71;0;22;57;85;57;29.66;39.84
16;37.32;576;41.73;50.32;0.74;0;386.96;-41.1;19;20;86.1;100;8;89.5;0;0;0;0;1;389.71;0;22;57;85;57;29.71;39.84
16.1;37.56;576;41.78;45.5;0.6;0;387.33;-36.82;19;20;86.05;100;8;89.5;0;0;0;0;1;390.36;0;22;57;85;57;29.76;39.84
16.2;37.74;576;41.93;39.96;0.44;0;387.68;-32.77;19;20;86;100;8;89.5;0;0;0;0;1;390.86;0;22;57;85;57;29.81;39.84
16.3;37.94;576;42.15;36;0.51;0;387.84;-31.1;19;20;86;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;29.86;39.84
16.4;38.18;576;42.58;34.32;0.48;0;387.99;-29.6;19;20;86;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;29.91;39.84
16.5;38.35;576;42.85;33.18;0.5;0;388.05;-29.41;19;20;86;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;29.96;39.84
16.6;38.4;576;43.5;33.5;0.41;0;388.1;-29.31;19;20;86;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;30;39.84
16.7;38.58;576;45.61;33.32;0.42;0;388.05;-30.37;19;20;86;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;30;39.84
16.8;38.78;576;46.34;34.18;0.41;0;388;-31.52;19;20;86;100;8;89.5;0;0;0;0;1;391;0;22;57;85;57;30;39.84
16.9;38.86;576;46.55;37.5;0.51;0;387.77;-34.4;19;20;86;100;8;89.5;0;0;0;0;1;390.65;0;22;57;85;57;30;39.84
