Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
5.4;101.79;589;61.95;92.45;1.39;0;367.8;-212.67;23;23;80.1;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
5.5;102.25;589;61.54;91.72;1.22;0;367.7;-212.83;23;23;80.1;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
5.6;102.7;589;61.48;90.45;1.25;0;367.7;-211.28;23;23;80.1;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
5.7;103.14;589;61.33;89.45;1.29;0;367.73;-209.73;23;23;80.08;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
5.8;103.48;589;61.63;88.72;1.24;0;367.83;-208.18;23;23;80.03;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
5.9;103.89;589;61.87;88;1.24;0;367.87;-207.24;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6;104.32;589;61.95;87.22;1.31;0;367.77;-207.69;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.1;104.69;589;61.63;87.5;1.24;0;367.72;-207.53;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.2;105.13;589;61.33;86.45;1.16;0;367.77;-205.98;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.3;105.46;589;61.24;85.72;1.14;0;367.82;-204.6;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.4;105.82;589;59.75;84;1.13;0;367.87;-203.6;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.5;106.28;589;57.65;83.72;1.22;0;368.02;-200.97;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.6;106.67;589;53.76;82;1.08;0;368.42;-194.57;23;23;80;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.7;106.95;589;51.94;77.89;0.91;0;369.09;-184.74;23;23;79.98;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.8;107.24;589;51.88;68.89;0.85;0;370.39;-166.99;23;23;79.93;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
6.9;107.45;589;51.88;62.22;0.8;0;371.56;-151.25;23;23;79.9;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7;107.6;589;51.79;57.67;0.67;0;372.41;-140.15;23;23;79.9;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.1;107.77;589;51.4;53.5;0.57;0;373.12;-130.77;23;23;79.9;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.2;107.93;589;51.23;51.45;0.59;0;373.52;-125.37;23;23;79.9;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.3;108.12;589;51.81;48.67;0.69;0;373.88;-120.75;23;23;79.9;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.4;108.31;589;52.81;46.72;0.57;0;374.13;-117.95;23;23;79.9;92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.5;108.46;589;55.29;46.5;0.52;0;374.21;-117.3;23;23;79.9;91.92;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.6;108.55;589;57.94;47;0.51;0;373.91;-121.6;23;23;79.9;91.78;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.7;108.71;589;60.26;50.05;0.51;0;373.44;-128.15;23;23;79.9;91.64;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.8;108.85;589;62.28;54.55;0.64;0;372.59;-139.9;23;23;79.9;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
7.9;109.08;589;65.08;59.83;0.77;0;371.65;-152.62;23;23;79.9;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
8;109.39;589;68.48;65.33;0.81;0;370.5;-167.57;23;23;79.9;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
8.1;109.66;589;71.1;71.55;0.93;0;369.35;-182.46;23;23;79.9;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
8.2;109.9;589;72.83;78.33;0.99;0;368.2;-197.21;23;23;79.9;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
8.3;110.24;589;73.43;82.78;1.16;0;367.14;-210.58;23;23;79.88;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
8.4;110.63;589;73.43;87;1.25;0;366.29;-220.78;23;23;79.83;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
8.5;111.04;589;73.33;90;1.32;0;365.58;-229.41;23;23;79.8;91.5;8;90;0;0;85;0.95;1;0;0;32;0;0;0;5;22.67
8.6;111.46;589;73.33;91.22;1.37;0;365.18;-234.41;23;23;79.8;91.5;8;90;0;0;85;0.94;1;0;0;32;0;0;0;5;22.67
8.7;111.9;589;73.1;92.78;1.28;0;364.79;-238.9;23;23;79.8;91.5;8;90;0;0;85;0.93;1;0;0;32;0;0;0;5;22.67
8.8;112.44;589;72.83;92.72;1.38;0;364.44;-242.2;23;23;79.8;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.67
8.9;112.99;589;72.83;94.5;1.32;0;364.14;-244.97;23;23;79.8;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.67
9;113.57;589;72.83;95;1.3;0;363.94;-246.52;23;23;79.8;91.5;8;90;0;0;85;0.93;1;0;0;32;0;0;0;5;22.67
9.1;113.98;589;72.24;95;1.22;0;363.82;-247.15;23;23;79.8;91.5;8;90;0;0;85;0.93;1;0;0;32;0;0;0;5;22.67
9.2;114.41;589;71.71;93.5;1.14;0;363.87;-245.65;23;23;79.8;91.5;8;90;0;0;85;0.94;1;0;0;32;0;0;0;5;22.67
9.3;114.86;589;70.39;93;1.28;0;363.93;-244.1;23;23;79.78;91.5;8;90;0;0;85;0.94;1;0;0;32;0;0;0;5;22.67
9.4;115.27;589;70.33;91.5;1.22;0;364.03;-242.45;23;23;79.73;91.5;8;90;0;0;85;0.95;1;0;0;32;0;0;0;5;22.67
9.5;115.66;589;70.65;91;1.32;0;364.12;-240.83;23;23;79.7;91.5;8;90;0;0;85;0.95;1;0;0;32;0;0;0;5;22.67
9.6;115.98;589;70.65;90;1.18;0;364.17;-239.28;23;23;79.7;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
9.7;116.44;589;70.65;89.5;1.19;0;364.2;-238.03;23;23;79.7;91.5;8;90;0;0;85;0.96;1;0;0;32;0;0;0;5;22.67
9.8;116.79;589;70.65;88.28;1.14;0;364.2;-237.48;23;23;79.7;91.5;8;90;0;0;85;0.95;1;0;0;32;0;0;0;5;22.67
9.9;117.23;589;70.93;88;1.22;0;364.18;-237.16;23;23;79.7;91.5;8;90;0;0;85;0.95;1;0;0;32;0;0;0;5;22.67
10;117.76;589;71.08;88;1.17;0;364.13;-237.36;23;23;79.7;91.5;8;90;0;0;85;0.94;1;0;0;32;0;0;0;5;22.67
10.1;118.16;589;70.93;87.78;1.09;0;364.1;-237.3;23;23;79.68;91.5;8;90;0;0;85;0.94;1;0;0;32;0;0;0;5;22.67
10.2;118.58;589;70.93;86.72;1.11;0;364.1;-236.65;23;23;79.63;91.5;8;90;0;0;85;0.93;1;0;0;32;0;0;0;5;22.67
10.3;119.11;589;71.1;86.5;1.05;0;364.08;-236.12;23;23;79.6;91.5;8;90;0;0;85;0.93;1;0;0;32;0;0;0;5;22.67
10.4;119.39;589;71.17;85.72;1.03;0;364.03;-235.87;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.67
10.5;119.87;589;70.93;85.5;1.16;0;364.02;-235.56;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.67
10.6;120.28;589;71.25;84.72;1.15;0;364.07;-235.11;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.67
10.7;120.63;589;71.25;84.72;1.17;0;364.1;-234.59;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.66
10.8;121;589;71.25;84.5;1.1;0;364.1;-233.89;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.64
10.9;121.38;589;71.25;84;0.99;0;364.08;-233.32;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.63
11;121.78;589;71.25;83.22;1.07;0;364.03;-233.07;23;23;79.6;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.61
11.1;122.1;589;71.25;83.22;0.95;0;364;-232.81;23;23;79.58;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.59
11.2;122.52;589;71.25;82.78;1.02;0;364;-232.51;23;23;79.53;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.58
11.3;122.77;589;70.93;82.5;1.05;0;364.02;-232.06;23;23;79.5;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.56
11.4;123.27;589;70.65;81.78;0.99;0;364.07;-231.26;23;23;79.5;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.54
11.5;123.47;589;70.07;81.22;0.97;0;364.12;-230.43;23;23;79.5;91.5;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.53
11.6;123.89;589;69.76;80.28;1.01;0;364.17;-229.53;23;23;79.5;91.49;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.51
11.7;124.17;589;67.97;80.22;1.05;0;364.25;-228.01;23;23;79.5;91.37;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
11.8;124.61;589;64.69;78.78;1.07;0;364.4;-225.06;23;23;79.5;91.24;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
11.9;124.9;589;59.52;77.94;1.24;0;364.64;-220.88;23;23;79.5;91.12;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12;125.21;589;58.44;75.39;0.94;0;365.09;-213.88;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.1;125.62;589;57.6;72.72;0.91;0;365.64;-205.78;23;23;79.48;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.2;125.78;589;54.84;69.94;0.98;0;366.44;-195.13;23;23;79.43;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.3;126.15;589;52.23;64.44;0.86;0;367.36;-182.72;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.4;126.4;589;50.3;59.94;0.81;0;368.56;-166.27;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.5;126.52;589;49.62;52.11;0.51;0;369.81;-149.23;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.6;126.55;589;49.23;45.11;0.58;0;371.16;-130.83;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.7;126.65;589;48.98;40.72;0.57;0;372.36;-115.18;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.8;126.64;589;47.05;37.72;0.32;0;373.21;-105.88;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
12.9;126.66;589;47.13;33;0.34;0;374.03;-96.31;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13;126.76;589;47.44;27.16;0.1;0;374.78;-86.11;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.1;126.83;589;47.28;25.44;0.04;0;375.44;-77.67;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.2;126.81;589;45.57;24.72;0.08;0;375.89;-73.27;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.3;126.85;589;41.15;22.94;0.04;0;376.4;-67.7;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.4;126.79;589;41.26;19.22;0.12;0;377.05;-59.45;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.5;126.75;589;42.1;16.72;-0.04;0;377.64;-52.06;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.6;126.72;589;43.2;14.22;-0.04;0;378.09;-46.67;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.7;126.61;589;43.58;13.22;-0.11;0;378.48;-42.1;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.8;126.54;589;44.44;11.72;-0.12;0;378.73;-39.45;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
13.9;126.49;589;45.74;11.28;-0.14;0;378.9;-37.75;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14;126.34;589;45.5;11.5;-0.24;0;378.9;-38.25;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.1;126.42;589;45.68;11.28;-0.11;0;378.9;-38.84;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.2;126.28;589;45.83;11.22;-0.25;0;378.9;-39.64;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.3;126.18;589;44.35;11.78;0.01;0;378.99;-39.06;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.4;126.16;589;24.99;10.5;-0.07;0;379.29;-35.31;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.5;126.08;589;6.77;8.94;-0.24;0;379.89;-27.66;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.6;126.04;589;0;3.83;-0.22;0;381.19;-11.01;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.7;125.87;589;0;-2.84;-0.45;0;382.72;8.52;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.8;125.73;589;0;-16.18;-0.64;0;384.77;34.67;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
14.9;125.3;589;0;-21.78;-0.8;0;386.73;59.58;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15;125.16;589;0;-30.56;-1.08;0;388.48;81.63;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.1;124.69;589;0;-40.5;-1.16;0;389.97;100.27;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.2;124.31;589;0;-46.06;-1.08;0;390.87;111.07;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.3;124.01;589;0;-50;-1.12;0;391.48;117.72;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.4;123.36;589;0;-49.88;-1.28;0;391.43;114.82;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.5;122.84;589;0;-48;-1.1;0;391.49;113.65;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.6;122.55;589;0;-50.06;-1.25;0;391.79;116.45;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.7;122.14;589;0;-50.78;-1.29;0;392.02;118.22;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.8;121.66;589;0;-50;-1.07;0;392.07;117.62;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
15.9;121.17;589;0;-50.5;-0.99;0;392.13;117.26;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16;120.76;589;0;-52;-1.23;0;392.23;117.46;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.1;120.26;589;0;-51;-1.34;0;392.33;117.81;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.2;119.94;589;0;-52;-1.27;0;392.43;118.51;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.3;119.34;589;0;-52;-1.14;0;392.55;119.18;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.4;118.83;589;0;-52;-1.01;0;392.7;119.78;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.5;118.55;589;0;-53;-1.21;0;392.82;120.12;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.6;118.08;589;0;-53;-1.35;0;392.87;119.87;23;23;79.4;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.7;117.53;589;0;-53;-1.34;0;392.93;119.94;23;23;79.42;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.8;117.17;589;0;-53.28;-1.12;0;393.03;120.74;23;23;79.47;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
16.9;116.78;589;0;-54.5;-1.35;0;393.13;121.36;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
17;116.2;589;0;-54;-1.31;0;393.23;121.56;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
17.1;115.94;589;0;-55;-1.3;0;393.27;121.05;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
17.2;115.41;589;0;-54.22;-1.25;0;393.17;118.9;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
17.3;114.83;589;0;-53.5;-1.24;0;393.07;116.82;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
17.4;114.59;589;0;-53;-1.19;0;392.97;114.92;23;23;79.5;91;8;90;0;0;85;0.92;1;0;0;32;0;0;0;5;22.5
