Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
1.1;0.04;578;0;0.62;0.09;0;390.14;-8.09;24;25;83.5;100;8;90;1.24;2360;0.08;1;21.5;85;20.5;23
1.2;0.11;578;0;0;0.09;0;390.1;-8.56;24;25;83.5;100;8;90;1.24;2360;0.08;1;21.5;85;20.5;23
1.3;0.11;578;0;0;0.09;0;390.1;-9.61;24;25;83.5;100;8;90;1.24;2360;0.08;1;21.5;85;20.5;23
1.4;0.2;578;0;0.38;0.09;0;390.07;-9.75;24;25;83.5;100;8;90;1.24;2360;0.08;1;21.5;85;20.5;23
1.5;0.27;578;0.87;1.5;0.11;0;390.02;-9.35;24;25;83.5;100;8;90;1.24;2372.75;0.08;1;21.5;85;20.5;23
1.6;0.23;578;5.1;2.19;0.11;0;390;-9.67;24;25;83.5;100;8;90;1.24;2392.74;0.32;1;21.5;85;20.5;23
1.7;0.36;578;6.96;5.38;0.05;0;390;-10.42;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
1.8;0.41;578;7.23;9;-0.03;0;390;-10.67;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
1.9;0.45;578;7.27;9;-0.01;0;390;-10.62;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
2;0.49;578;8.31;10.62;-0.03;0;389.97;-10.82;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
2.1;0.53;578;10.21;11.19;-0.03;0;389.92;-11.17;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
2.2;0.63;578;11.81;13.19;0.01;0;389.9;-11.64;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
2.3;0.72;578;12.33;15.81;-0.03;0;389.9;-12.19;24;25;83.5;100;8;90;1.24;2400;0.32;1;21.5;85;20.5;23
2.4;0.8;578;12.55;17.69;-0.05;0;389.87;-12.21;24;25;83.5;100;8;90;1.24;2400;0.92;1;21.5;85;20.5;23
2.5;0.94;578;13.1;19.62;-0.07;0;389.82;-11.91;24;25;83.5;100;8;90;1.24;2400;0.92;1;21.5;85;20.5;23
2.6;0.97;578;13.36;21;-0.03;0;389.83;-11.93;24;25;83.5;100;8;90;1.24;2400;0.92;1;21.5;85;20.5;23
2.7;1.13;578;14.91;22;-0.03;0;389.88;-12.13;24;25;83.5;100;8;90;1.24;2450.93;0.92;1;21.5;85;20.5;23
2.8;1.15;578;17;23.19;-0.03;0;389.87;-12.04;24;25;83.5;100;8;90;1.24;2530.93;0.92;1;21.5;85;20.5;23
2.9;1.29;578;19.68;25.19;-0.09;0;389.82;-11.79;24;25;83.5;100;8;90;1.24;2572.73;0.92;1;21.5;85;20.5;23
3;1.42;578;22.31;28;-0.13;0;389.83;-12.23;24;25;83.5;100;8;90;1.24;2592.73;0.92;1;21.5;85;20.5;23
3.1;1.49;578;22.31;31.88;-0.19;0;389.88;-13.08;24;25;83.5;100;8;90;1.24;2600;0.92;1;21.5;85;20.5;23
3.2;1.63;578;23.29;36.08;-0.23;0;389.87;-13.74;24;25;83.5;100;8;90;1.24;2600;1;1;21.5;85;20.5;23
3.3;1.81;578;23.58;38.5;-0.27;0;389.82;-14.29;24;25;83.5;100;8;90;1.24;2600;1;1;21.5;85;20.5;23
3.4;2;578;23.33;41.08;-0.29;0;389.77;-14.09;24;25;83.5;100;8;90;1.24;2600;1;1;21.5;85;20.5;23
3.5;2.2;578;22.48;43;-0.31;0;389.72;-13.44;24;25;83.5;100;8;90;1.24;2612.73;1;1;21.5;85;20.5;23
3.6;2.41;578;20.26;43.19;-0.41;0;389.7;-13.89;24;25;83.5;100;8;90;1.24;2632.72;1;1;21.5;85;20.5;23
3.7;2.6;578;18.69;42.81;-0.33;0;389.7;-14.99;24;25;83.5;100;8;90;1.24;2640;1;1;21.5;85;20.5;23
3.8;2.79;578;15.3;41.31;-0.35;0;389.7;-15.12;24;25;83.5;100;8;90;1.24;2640;1;1;21.5;85;20.5;23
3.9;2.99;578;13.74;39.11;-0.33;0;389.7;-14.67;24;25;83.5;100;8;90;1.24;2640;1;1;21.5;85;20.5;23
4;3.17;578;12.72;33.92;-0.21;0;389.67;-14.12;24;25;83.5;100;8;90;1.24;2640;1;1;21.5;85;20.5;23
4.1;3.31;578;11.53;29.42;-0.21;0;389.62;-13.52;24;25;83.5;100;8;90;1.24;2652.72;1;1;21.5;85;20.5;23
4.2;3.41;578;10.45;25.81;-0.15;0;389.66;-13.17;24;25;83.5;100;8;90;1.24;2672.72;1;1;21.5;85;20.5;23
4.3;3.52;578;9.1;20.19;-0.03;0;389.76;-12.97;24;25.2;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
4.4;3.58;578;7.85;16.23;-0.05;0;389.77;-12.21;24;25.68;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
4.5;3.62;578;5.88;9.92;0.01;0;389.72;-11.11;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
4.6;3.62;578;2.78;5;0.13;0;389.73;-10.83;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
4.7;3.61;578;0.46;2.31;0.19;0;389.78;-11.03;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
4.8;3.56;578;0;0;0.11;0;389.83;-10.6;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
4.9;3.55;578;0;-0.89;0.15;0;389.88;-9.8;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
5;3.5;578;0;-2.58;0.15;0;389.87;-9.78;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
5.1;3.45;578;0;-3.77;0.23;0;389.82;-10.23;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
5.2;3.39;578;0;-4.5;0.19;0;389.83;-10.84;24;26;83.5;100;8;90;1.24;2680;1;1;21.5;85;20.5;23
5.3;3.32;578;0;-6.11;0.25;0;389.88;-11.54;24;26;83.5;100;8;90;1.24;2692.71;1;1;21.5;85;20.5;23
5.4;3.26;578;0;-6.89;0.25;0;389.87;-11.2;24;26;83.5;100;8;90;1.24;2712.71;1;1;21.5;85;20.5;23
5.5;3.16;578;0;-7.89;0.25;0;389.82;-10.25;24;26;83.5;100;8;90;1.24;2720;1;1;21.5;85;20.5;23
5.6;3.09;578;0;-8.69;0.25;0;389.83;-10.4;24;26;83.5;100;8;90;1.24;2720;0.92;1;21.5;85;20.5;23
5.7;3.03;578;0;-9.89;0.25;0;389.88;-11.2;24;26;83.5;100;8;90;1.24;2783.53;0.92;1;21.5;85;20.5;23
5.8;2.93;578;0;-10.58;0.33;0;389.9;-11.19;24;26;83.5;100;8;90;1.24;2883.52;0.92;1;21.5;85;20.5;23
5.9;2.84;578;0.32;-12;0.31;0;389.9;-10.69;24;26;83.5;100;8;90;1.24;2920;0.92;1;21.5;85;20.5;23
6;2.75;578;3.49;-12.89;0.35;0;389.84;-10.63;24;26;83.5;100;8;90;1.24;2920;0.92;1;21.5;85;20.5;23
6.1;2.64;578;5.11;-14.5;0.37;0;389.74;-10.83;24;26;83.5;100;8;90;1.24;2920;0.92;1;21.5;85;20.5;23
6.2;2.53;578;5.71;-14.5;0.35;0;389.76;-11.5;24;26;83.5;100;8;90;1.24;2920;0.92;1;21.5;85;20.5;23
6.3;2.42;578;6.43;-12.11;0.31;0;389.86;-12.45;24;26;83.5;100;8;90;1.24;2932.7;0.92;1;21.5;85;20.5;23
6.4;2.33;578;6.2;-8.31;0.31;0;389.87;-12.2;24;26;83.5;100;8;90;1.24;2952.7;0.92;1;21.5;85;20.5;23
6.5;2.24;578;5.22;-8.19;0.29;0;389.82;-11.25;24;26;83.5;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
6.6;2.17;578;2.98;-9.31;0.31;0;389.8;-11.12;24;26;83.5;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
6.7;2.11;578;0;-10.39;0.27;0;389.8;-11.47;24;26;83.5;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
6.8;1.99;578;0;-10.89;0.35;0;389.8;-11.82;24;26;83.5;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
6.9;1.89;578;0;-12.31;0.37;0;389.8;-12.17;24;26;83.47;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
7;1.8;578;0;-12.69;0.43;0;389.77;-11.64;24;26;83.42;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
7.1;1.68;578;0;-14.39;0.45;0;389.72;-10.59;24;26;83.4;100;8;90;1.24;2960;0.92;1;21.5;85;20.5;23
7.2;1.54;578;4.36;-15.69;0.43;0;389.73;-10.67;24;26;83.4;100;8;90;1.24;2960;0.84;1;21.5;85;20.5;23
7.3;1.42;578;16.31;-13.61;0.39;0;389.78;-11.42;24;26;83.4;100;8;90;1.24;2960;0.84;1;21.5;85;20.5;23
7.4;1.35;578;20.93;-2.42;0.13;0;389.8;-11.35;24;26;83.4;100;8;90;1.24;2960;0.84;1;21.5;85;20.5;23
7.5;1.35;578;23.54;1.58;0.13;0;389.8;-10.8;24;26;83.4;100;8;90;1.24;2972.49;0.84;1;21.5;85;20.5;23
7.6;1.21;578;23.74;11.08;0.03;0;389.77;-11.29;24;26;83.4;100;8;90;1.24;2992.49;0.82;1;21.5;85;20.5;23
7.7;1.19;578;23.48;17.59;-0.13;0;389.72;-12.39;24;26;83.4;100;8;90;1.24;2962.54;0.8;1;21.5;85;20.5;23
7.8;1.26;578;23.48;26.89;-0.17;0;389.7;-13.24;24;26;83.4;100;8;90;1.24;2902.55;0.78;1;21.5;85;20.5;23
7.9;1.34;578;23.42;31.89;-0.25;0;389.7;-13.94;24;26;83.4;100;8;90;1.24;2880;0.76;1;21.5;85;20.5;23
8;1.47;578;23.33;36.69;-0.31;0;389.64;-13.98;24;26;83.4;100;8;90;1.24;2880;0.76;1;21.5;85;20.5;23
8.1;1.65;578;22.95;38.89;-0.35;0;389.54;-13.63;24;26;83.4;100;8;90;1.24;2892.48;0.76;1;21.5;85;20.5;23
8.2;1.84;578;21.23;41;-0.33;0;389.53;-14.25;24;26;83.4;100;8;90;1.24;2912.48;0.76;1;21.5;85;20.5;23
8.3;2;578;16.26;42.39;-0.39;0;389.58;-15.45;24;26;83.4;100;8;90;1.24;2920;0.76;1;21.5;85;20.5;23
8.4;2.2;578;7.33;41;-0.39;0;389.6;-15.02;24;26;83.4;100;8;90;1.24;2920;0.76;1;21.5;85;20.5;23
8.5;2.37;578;0;36.11;-0.29;0;389.6;-13.62;24;26;83.4;100;8;90;1.24;2957.44;0.76;1;21.5;85;20.5;23
8.6;2.52;578;0;23.44;-0.11;0;389.63;-12.85;24;26;83.4;100;8;90;1.24;3017.44;0.76;1;21.5;85;20.5;23
8.7;2.6;578;0;9.91;-0.01;0;389.68;-12.45;24;26;83.4;100;8;90;1.24;3052.48;0.76;1;21.5;85;20.5;23
8.8;2.61;578;0;2.91;0.03;0;389.73;-12.43;24;26;83.4;100;8;90;1.24;3072.48;0.68;1;21.5;85;20.5;23
8.9;2.59;578;0;1.5;0.13;0;389.78;-12.63;24;26;83.4;100;8;90;1.24;3080;0.68;1;21.5;85;20.5;23
9;2.54;578;0;0.78;0.09;0;389.77;-12.13;24;26;83.4;100;8;90;1.24;3080;0.68;1;21.5;85;20.5;23
9.1;2.5;578;0;0;0.17;0;389.72;-11.23;24;26;83.4;100;8;90;1.24;3080;0.68;1;21.5;85;20.5;23
9.2;2.45;578;0;0;0.21;0;389.73;-11.34;24;26;83.4;100;8;90;1.24;3080;0.68;1;21.5;85;20.5;23
9.3;2.38;578;0;-0.61;0.39;0;389.78;-12.04;24;26;83.4;100;8;90;1.24;3092.47;0.68;1;21.5;85;20.5;23
9.4;2.18;578;0;-2.89;0.79;0;389.77;-11.8;24;26;83.4;100;8;90;1.24;3112.47;0.68;1;21.5;85;20.5;23
9.5;1.94;578;0;-5;0.99;0;389.72;-11;24;26;83.4;100;8;90;1.24;3120;0.68;1;21.5;85;20.5;23
9.6;1.7;578;0;-5.7;1.07;0;389.73;-11.01;24;26;83.4;100;8;90;1.24;3120;0.6;1;21.5;85;20.5;23
9.7;1.39;578;0;-6.69;1.19;0;389.78;-11.51;24;26;83.4;100;8;90;1.24;3120;0.6;1;21.5;85;20.5;23
9.8;1.22;578;0;-7.69;1.31;0;389.8;-11.51;24;26;83.4;100;8;90;1.24;3120;0.6;1;21.5;85;20.5;23
9.9;1.14;578;0;-5.91;1.13;0;389.8;-11.21;24;26;83.4;100;8;90;1.24;3132.47;0.6;1;21.5;85;20.5;23
10;1.25;578;0;-4.59;-0.37;0;389.8;-10.91;24;26;83.4;100;8;90;1.24;3152.46;0.6;1;21.5;85;20.5;23
10.1;0.32;578;0;-6.41;-0.4;0;389.8;-10.61;24;26;83.4;100;8;90;1.24;3160;0.6;1;21.5;85;20.5;23
10.2;0.21;577.99;0;-2.36;0.13;0;389.8;-10.59;24;26;83.4;100;8;90;1.24;3160;0.6;1;21.5;85;20.5;23
10.3;0.17;577.99;0;0;0.27;0;389.8;-10.74;24;26;83.4;100;8;90;1.24;3172.46;0.6;1;21.5;85;20.5;23
10.4;0.14;577.99;0;-1.5;-0.03;0;389.74;-10.68;24;26;83.4;100;8;90;1.24;3192.46;0.56;1;21.5;85;20.5;23
10.5;0.11;577.98;0;0;-0.05;0;389.64;-10.48;24;26;83.4;100;8;90;1.24;3200;0.55;1;21.5;85;20.5;23
10.6;0.1;577.98;0;0;0.13;0;389.63;-11.25;24;26;83.4;100;8;90;1.24;3200;0.55;1;21.5;85;20.5;23
10.7;0.09;577.98;0;0;0.09;0;389.68;-12.65;24;26;83.4;100;8;90;1.24;3200;0.54;1;21.5;85;20.5;23
10.8;0.11;577.98;0;0;0.03;0;389.67;-12.65;24;26;83.4;100;8;90;1.24;3200;0.54;1;21.5;85;20.5;23
10.9;0.02;577.97;0;0;-0.05;0;389.62;-11.75;24;26;83.4;100;8;90;1.24;3212.46;0.53;1;21.5;85;20.5;23
11;0;577.97;0;0;0.03;0;389.63;-11.4;24;26;83.4;100;8;90;1.24;3232.45;0.53;1;21.5;85;20.5;23
11.1;0;577.97;0;0;0.07;0;389.68;-11.4;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.2;0;577.96;0;0;0.03;0;389.7;-11.61;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.3;0;577.96;0.8;0;0.01;0;389.7;-11.96;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.4;0;577.96;10.54;0.7;0.03;0;389.67;-11.86;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.5;0;577.96;18.55;1.2;0.11;0;389.62;-11.46;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.6;0;577.95;22.6;11.08;0.25;0;389.6;-12.33;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.7;0;577.95;26.2;25.79;0.49;0;389.6;-14.03;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.8;0.01;577.95;28.13;41.05;0.77;0;389.48;-15.28;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
11.9;0.01;577.94;28.45;64.94;1.21;0;389.28;-16.23;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
12;0.54;577.94;28.45;83.09;1.33;0;389.2;-17.57;24;26;83.4;100;8;90;1.24;3240;0.52;1;21.5;85;20.5;23
12.1;1.19;577.94;28.22;88.21;1.39;0;389.2;-19.17;24;26;83.4;100;8;90;1.24;3302.23;0.52;1;21.5;85;20.5;23
12.2;1.71;577.93;27.93;89.2;1.37;0;389.17;-19.8;24;26;83.4;100;8;90;1.24;3402.22;0.52;1;21.5;85;20.5;23
12.3;2.26;577.93;26.88;88.5;1.29;0;389.12;-19.8;24;26;83.4;100;8;90;1.24;3440;0.52;1;21.5;85;20.5;23
12.4;2.81;577.93;24.98;86.7;1.25;0;389.04;-19.98;24;26;83.4;100;8;90;1.24;3440;0.52;1;21.5;85;20.5;23
12.5;3.29;577.93;24.4;85.5;1.23;0;388.94;-20.28;24;26;83.4;100;8;90;1.24;3440;0.52;1;21.5;85;20.5;23
12.6;3.74;577.92;24.58;82.41;1.15;0;388.93;-21.04;24;26;83.4;100;8;90;1.24;3440;0.52;1;21.5;85;20.5;23
12.7;4.16;577.92;24.63;78.21;1.07;0;388.98;-22.09;24;26;83.4;100;8;90;1.24;3452.44;0.52;1;21.5;85;20.5;23
12.8;4.54;577.92;24.73;75.41;0.97;0;388.97;-21.65;24;26;83.4;100;8;90;1.24;3472.44;0.52;1;21.5;85;20.5;23
12.9;4.92;577.91;24.58;70.91;1.01;0;388.92;-20.25;24;26;83.4;100;8;90;1.24;3480;0.52;1;21.5;85;20.5;23
13;5.31;577.91;24.58;66.8;1.05;0;388.93;-20.19;24;26;83.4;100;8;90;1.24;3480;0.52;1;21.5;85;20.5;23
13.1;5.69;577.91;24.4;62.3;0.93;0;388.98;-20.99;24;26;83.4;100;8;90;1.24;3492.44;0.52;1;21.5;85;20.5;23
13.2;5.99;577.91;24.58;55.61;0.81;0;389.03;-20.48;24;26;83.4;100;8;90;1.24;3512.43;0.52;1;21.5;85;20.5;23
13.3;6.25;577.9;24.58;48.51;0.69;0;389.08;-19.14;24;26;83.4;100;8;90;1.24;3520;0.52;1;21.5;85;20.5;23
13.4;6.47;577.9;24.73;38.91;0.51;0;389.16;-17.64;24;26;83.4;100;8;90;1.24;3520;0.52;1;21.5;85;20.5;23
13.5;6.65;577.9;24.73;32.1;0.41;0;389.26;-16.04;24;26;83.4;100;8;90;1.24;3520;0.52;1;21.5;85;20.5;23
13.6;6.79;577.89;24.67;26.3;0.29;0;389.33;-15.13;24;26;83.4;100;8;90;1.24;3520;0.36;1;21.5;85;20.5;23
13.7;6.89;577.89;24.58;21.3;0.23;0;389.38;-14.68;24;26;83.4;100;8;90;1.24;3520;0.36;1;21.5;85;20.5;23
13.8;6.94;577.89;24.73;17;0.09;0;389.43;-13.96;24;26;83.4;100;8;90;1.24;3520;0.36;1;21.5;85;20.5;23
13.9;6.99;577.89;24.95;12.3;0.11;0;389.48;-13.06;24;26;83.4;100;8;90;1.24;3520;0.36;1;21.5;85;20.5;23
14;7.04;577.88;26.52;8.8;0.07;0;389.53;-13.03;24;26;83.4;100;8;90;1.24;3520;0.35;1;21.5;85;20.5;23
14.1;7.04;577.88;29.8;8.6;0.05;0;389.58;-13.58;24;26;83.4;100;8;90;1.24;3520;0.34;1;21.5;85;20.5;23
14.2;7.05;577.88;30.63;7.7;-0.01;0;389.57;-13.32;24;26;83.4;100;8;90;1.24;3520;0.33;1;21.5;85;20.5;23
14.3;7.09;577.87;30.99;8.5;0.05;0;389.52;-12.52;24;26;83.4;100;8;90;1.24;3532.42;0.32;1;21.5;85;20.5;23
14.4;7.08;577.87;31.3;8.7;0.07;0;389.53;-12.59;24;26;83.4;100;8;90;1.24;3552.42;0.32;1;21.5;85;20.5;23
14.5;7.11;577.87;32.22;10.2;0.13;0;389.58;-13.24;24;26;83.4;100;8;90;1.24;3560;0.32;1;21.5;85;20.5;23
14.6;7.14;577.86;33.53;12.3;0.13;0;389.54;-14.01;24;26;83.4;100;8;90;1.24;3560;0.32;1;21.5;85;20.5;23
14.7;7.19;577.86;35.7;15.39;0.15;0;389.44;-14.86;24;26;83.4;100;8;90;1.24;3572.42;0.32;1;21.5;85;20.5;23
14.8;7.29;577.86;36.5;22.28;0.33;0;389.28;-16.19;24;26;83.4;100;8;90;1.24;3592.42;0.32;1;21.5;85;20.5;23
14.9;7.42;577.86;36.5;34.19;0.51;0;389.08;-17.84;24;26;83.4;100;8;90;1.24;3600;0.32;1;21.5;85;20.5;23
15;7.62;577.85;36.38;42.78;0.63;0;389;-19.46;24;26;83.4;100;8;90;1.24;3600;0.32;1;21.5;85;20.5;23
15.1;7.84;577.85;36.2;45.39;0.71;0;389;-21.06;24;26;83.4;100;8;90;1.24;3600;0.32;1;21.5;85;20.5;23
15.2;8.08;577.85;36.05;46;0.67;0;388.94;-21.25;24;26;83.4;100;8;90;1.24;3600;0.24;1;21.5;85;20.5;23
15.3;8.31;577.84;36.05;45.5;0.65;0;388.84;-20.5;24;26;83.4;100;8;90;1.24;3612.35;0.24;1;21.5;85;20.5;23
15.4;8.56;577.84;36.2;44;0.63;0;388.86;-20.98;24;26;83.4;100;8;90;1.24;3632.25;0.24;1;21.5;85;20.5;23
15.5;8.79;577.84;36.2;43.31;0.63;0;388.96;-22.28;24;26;83.4;100;8;90;1.24;3640;0.24;1;21.5;85;20.5;23
15.6;9.02;577.84;36.2;42.61;0.61;0;388.94;-21.97;24;26;83.4;100;8;90;1.24;3640;0.24;1;21.5;85;20.5;23
15.7;9.22;577.83;35.99;41;0.61;0;388.84;-20.57;24;26;83.4;100;8;90;1.24;3640;0.24;1;21.5;85;20.5;23
15.8;9.43;577.83;35.67;40;0.53;0;388.86;-20.03;24;26;83.4;100;8;90;1.24;3640;0.26;1;21.5;85;20.5;23
15.9;9.65;577.83;34.23;38.5;0.53;0;388.96;-20.08;24;26;83.4;100;8;90;1.24;3652.21;0.28;1;21.5;85;20.5;23
16;9.82;577.82;30.69;35.31;0.53;0;389.03;-19.31;24;26;83.4;100;8;90;5.52;3672.21;0.27;1;21.5;85;20.5;23
16.1;9.98;577.82;28.75;30.22;0.41;0;389.08;-17.96;24;26;83.4;100;8;90;5.52;3618.96;0.26;1;21.5;85;20.5;23
16.2;10.08;577.82;28;22.61;0.21;0;389.16;-16.58;24;26;83.4;100;8;90;5.52;3518.97;0.25;1;21.5;85;20.5;23
16.3;10.17;577.81;28;17.22;0.19;0;389.26;-15.18;24;26;83.4;100;8;90;5.52;3406.77;0.24;1;21.5;85;20.5;23
16.4;10.22;577.81;28;13.81;0.13;0;389.36;-14.36;24;26;83.4;100;8;90;5.52;3286.77;0.23;1;21.5;85;20.5;23
16.5;10.23;577.81;28.13;11;0.02;0;389.46;-13.96;24;26;83.4;100;8;90;5.52;3178.98;0.22;1;21.5;85;20.5;23
16.6;10.28;577.81;28.13;8.65;-0.03;0;389.47;-12.83;24;26;83.4;100;8;90;5.52;3078.99;0.21;1;21.5;85;20.5;23
16.7;10.29;577.8;28.45;6.88;0.05;0;389.42;-11.18;24;26;83.4;100;8;90;5.52;2978.99;0.2;1;21.5;85;20.5;23
16.8;10.3;577.8;29.89;4.76;-0.06;0;389.49;-10.47;24;26;83.4;100;8;90;5.52;2879;0.2;1;21.5;85;20.5;23
16.9;10.27;577.8;35.55;0.48;-0.13;0;389.64;-10.42;24;26;83.4;100;8;90;5.52;2779;0.2;1;21.5;85;20.5;23
17;10.22;577.79;40.07;0.12;-0.11;0;389.64;-10.49;24;26;83.4;100;8;90;1.24;2679.01;0.19;1;21.5;85;20.5;23
17.1;10.18;577.79;42.82;1.79;-0.03;0;389.54;-10.64;24;26;83.4;100;8;90;1.24;2566.82;0.19;1;21.5;85;20.5;23
17.2;10.22;577.79;45.56;18.8;0.47;0;389.12;-17.2;24;26;83.4;100;8;90;1.24;2446.82;0.19;1;21.5;85;20.5;23
17.3;10.48;577.79;46.47;65.71;1.22;0;388.47;-28.25;24;26;83.4;100;8;90;1.24;2339.02;0.19;1;21.5;85;20.5;23
17.4;10.97;577.78;46.88;95.35;1.55;0;387.96;-35.36;24;26;83.4;100;8;90;1.24;2239.03;0.18;1;21.5;85;20.5;23
17.5;11.58;577.78;46.6;112.64;1.83;0;387.56;-39.71;24;26;83.4;100;8;90;1.24;2139.03;0.18;1;21.5;85;20.5;23
17.6;12.24;577.78;46.28;120.03;1.9;0;387.31;-42.53;24;26;83.4;100;8;90;1.24;2039.04;0.18;1;21.5;85;20.5;23
17.7;12.88;577.77;46.27;122;1.9;0;387.16;-44.28;24;26;83.4;100;8;90;1.24;2036.57;0.18;1;21.5;85;20.5;23
17.8;13.57;577.77;45.82;120.5;1.9;0;387.07;-45.56;24;26;83.4;100;8;90;1.24;2096.57;0.17;1;21.5;85;20.5;23
17.9;14.24;577.77;44.87;118.48;1.87;0;387.02;-46.51;24;26;83.4;100;8;90;1.24;2180.95;0.17;1;21.5;85;20.5;23
18;14.91;577.76;43.65;116.98;1.83;0;386.97;-46.46;24;26;83.4;100;8;90;1.24;2280.94;0.17;1;21.5;85;20.5;23
18.1;15.5;577.76;43.19;111.62;1.75;0;386.92;-45.71;24;26;83.4;100;8;90;1.24;2380.94;0.17;1;21.5;85;20.5;23
18.2;16.11;577.76;43.18;105.97;1.61;0;386.93;-45.81;24;26;83.4;100;8;90;1.24;2480.93;0.16;1;21.5;85;20.5;23
18.3;16.67;577.76;43.18;100.53;1.59;0;386.98;-46.51;24;26;83.4;100;8;90;1.24;2568.74;0.16;1;21.5;85;20.5;23
18.4;17.18;577.75;43.35;95.77;1.43;0;386.97;-46.15;24;26;83.4;100;8;90;1.24;2648.74;0.16;1;21.5;85;20.5;22.99
18.5;17.73;577.75;42.72;92.05;1.41;0;386.92;-45.05;24;26;83.4;100;8;90;1.24;2680;0.16;1;21.5;85;20.5;22.97
