Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
1;0;512;0;0;-0.06;0;390.3;-11.7;6;6;85.7;100;8;88.5;2.72;3789.67;4010.94;0;1;392;9.69;3;3.89;4;85;4;-500.16;5;10;3.77;3.72;4.68;3.1;3.18;2.56;2.58;2.56;4.41;3.79;4.06;4.15;4.84;6.33;3.35;3.18;3.26;3.36
1.1;0;512;0;0;-0.05;0;390.2;-11.6;6;6;85.7;100;8;88.5;2.72;3848.38;4110.93;0;1;392;9.87;3;3.89;4;85;4;-500.17;5;10;3.78;3.72;4.68;3.1;3.19;2.58;2.58;2.58;4.41;3.8;4.06;4.14;4.86;6.33;3.37;3.19;3.28;3.37
1.2;0;512;0;0;-0.04;0;390.1;-11.51;6;6;85.7;100;8;88.5;2.72;3948.39;4210.92;0;1;392;10.12;3;3.89;4;85;4;-500.18;5;10;3.8;3.72;4.68;3.1;3.2;2.58;2.58;2.58;4.41;3.8;4.06;4.14;4.88;6.33;3.38;3.2;3.29;3.38
1.3;0;512;0;0;-0.05;0;390.05;-11.96;6;6;85.7;100;8;88.5;2.72;4048.39;4310.91;0;1;392;10.37;3;3.89;4;85;4;-500.19;5;10;3.8;3.77;4.66;3.1;3.21;2.58;2.58;2.58;4.41;3.8;4.06;4.13;4.9;6.33;3.38;3.21;3.3;3.39
1.4;0;512;0;0;-0.03;0;390;-12.4;6;6;85.7;100;8;88.5;3.84;4148.36;4421.09;0;1;392;10.62;3;3.89;4;85;4;-500.19;5;10;3.8;3.82;4.64;3.1;3.22;2.58;2.58;2.58;4.41;3.8;4.06;4.12;4.92;6.33;3.39;3.22;3.31;3.4
1.5;0;512;0;0;-0.02;0;390;-12.75;6;6;85.7;100;8;88.5;3.84;4248.34;4541.08;0;1;392;10.87;3;3.89;4;85;4;-500.19;5;10;3.8;3.87;4.62;3.1;3.23;2.58;2.58;2.58;4.41;3.8;4.06;4.11;4.93;6.33;3.4;3.23;3.31;3.41
1.6;0;512;0;0;-0.05;0;390;-13.1;6;6;85.7;100;8;88.5;3.84;4348.33;4650.9;0;1;392;11.12;3;3.89;4;85;4;-500.19;5;10;3.8;3.92;4.61;3.1;3.24;2.58;2.58;2.58;4.41;3.8;4.06;4.1;4.95;6.33;3.41;3.24;3.32;3.42
1.7;0;512;0;0;-0.07;0;389.85;-13.1;6;6;85.7;100;8;88.5;3.84;4458;4750.89;0;1;392;11.37;3;3.89;4;85;4;-500.19;5;10;3.8;3.98;4.59;3.1;3.24;2.58;2.58;2.58;4.41;3.8;4.06;4.09;4.97;6.33;3.42;3.24;3.33;3.43
1.8;0;512;0;0;-0.05;0;389.7;-13.11;6;6;85.7;100;8;88.5;3.84;4578;4850.89;0;1;392;11.62;3;3.89;4;85;4;-500.19;5;10;3.8;4.03;4.57;3.1;3.25;2.58;2.58;2.58;4.41;3.8;4.06;4.08;4.99;6.33;3.43;3.25;3.34;3.43
1.9;0;512;0;0;-0.04;0;389.7;-14.06;6;6;85.7;100;8;88.5;3.84;4688.33;4950.88;0;1;392;11.87;3;3.89;4;85;4;-500.19;5;10;3.8;4.08;4.55;3.1;3.26;2.58;2.58;2.58;4.41;3.8;4.06;4.08;5;6.33;3.44;3.26;3.35;3.44
2;0;512;0;0;-0.04;0;389.7;-14.99;6;6;85.7;100;8;88.5;3.84;4788.33;5050.87;0;1;392;12.12;3;3.89;4;85;4;-500.19;5;10;3.8;4.13;4.54;3.1;3.27;2.58;2.58;2.58;4.41;3.8;4.06;4.07;5.02;6.33;3.45;3.27;3.36;3.45
2.1;0;512;0;0;-0.04;0;389.6;-14.54;6;6;85.7;100;8;88.5;3.84;4888.33;5150.86;0;1;392;12.43;3;3.89;4;85;4;-500.19;5;10;3.8;4.19;4.52;3.11;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;5.02;6.33;3.45;3.28;3.37;3.45
2.2;0;512;0;0;-0.05;0;389.5;-14.11;6;6;85.7;100;8;88.5;3.84;4988.32;5311.89;0;1;392;12.81;3;3.89;4;85;4;-500.19;5;10;3.8;4.24;4.5;3.12;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;5.01;6.32;3.44;3.28;3.37;3.45
2.3;0;512;0;0;-0.06;0;389.45;-14.66;6;6;85.7;100;8;88.5;3.84;5088.32;5531.88;0;1;391.76;13.12;3;3.89;4;85;4;-500.19;5;10;3.8;4.32;4.49;3.13;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;5;6.31;3.44;3.28;3.37;3.45
2.4;0;512;0;0;-0.04;0;389.4;-15.21;6;6;85.7;100;8;88.5;4.88;5188.32;5690.85;0;1;391.26;13.37;3;3.89;4;85;4;-500.19;5;10;3.8;4.41;4.48;3.14;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.99;6.3;3.43;3.28;3.37;3.45
2.5;0;512;0;0;-0.05;0;389.35;-15.96;6;6;85.7;100;8;88.5;5.01;5346.28;5790.84;0;1;391;13.74;3;3.89;4;85;4;-500.19;5;10;3.8;4.5;4.48;3.15;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.98;6.29;3.42;3.28;3.37;3.45
2.6;0;512;0;0;-0.03;0;389.3;-16.69;6;6;85.7;100;8;88.5;5.14;5566.24;5890.83;0;1;391;14.24;3;3.89;4;85;4;-500.19;5;10;3.8;4.59;4.47;3.16;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.97;6.28;3.41;3.28;3.37;3.45
2.7;0;512;0;0;-0.03;0;389.25;-16.19;6;6;85.7;100;8;88.5;5.28;5723.45;5990.82;0;1;391;14.62;3;3.89;4;85;4;-500.19;5;10;3.8;4.67;4.46;3.16;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.97;6.27;3.4;3.28;3.37;3.45
2.8;0;512;0;0;-0.06;0;389.2;-15.71;6;6;85.7;100;8;88.5;5.41;5813.46;6100.98;0;1;391;14.87;3;3.89;4;85;4;-500.19;5;10;3.8;4.76;4.45;3.17;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.96;6.27;3.39;3.28;3.37;3.45
2.9;0;512;0;0;-0.06;0;389.2;-16.51;6;6;85.7;100;8;88.5;5.54;5913.11;6220.97;0;1;390.76;15.12;3;3.89;4;85;4;-500.19;5;10;3.8;4.85;4.44;3.18;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.95;6.26;3.38;3.28;3.37;3.45
3;0;512;0;0;-0.06;0;389.2;-17.3;6;6;85.7;100;8;88.5;5.67;6023.09;6330.81;0;1;390.26;15.37;3;3.89;4;85;4;-500.19;5;10;3.8;4.93;4.43;3.19;3.28;2.58;2.58;2.58;4.41;3.8;4.06;4.06;4.94;6.25;3.37;3.28;3.37;3.45
3.1;0;512;0;0;-0.05;0;389.1;-17.35;6;6;85.7;100;8;88.5;5.8;6133.08;6430.8;0;1;390;15.68;3;3.89;4;85;4;-500.19;5;10;3.8;5.02;4.42;3.18;3.28;2.58;2.58;2.58;4.42;3.8;4.06;4.06;4.93;6.25;3.37;3.28;3.37;3.45
3.2;0;512;0;0;-0.04;0;389;-17.4;6;6;85.7;100;8;88.5;5.94;6243.09;6530.8;0;1;390;16.06;3;3.89;4;85;4;-500.19;5;10;3.8;5.11;4.41;3.18;3.28;2.59;2.58;2.58;4.43;3.81;4.06;4.05;4.92;6.25;3.38;3.28;3.37;3.44
3.3;0;512;0;0;-0.04;0;388.95;-17.65;6;6;85.7;100;8;88.5;6.07;6353.08;6630.79;0;1;390;16.37;3;3.89;4;85;4;-500.19;5;10;3.81;5.26;4.41;3.17;3.28;2.6;2.58;2.58;4.44;3.82;4.05;4.04;4.91;6.25;3.38;3.28;3.37;3.43
3.4;0;512;0;0;-0.03;0;388.9;-17.91;6;6;85.7;100;8;88.5;6.08;6463.06;6730.79;0;1;390;16.62;3;3.89;4;85;4;-500.19;5;10;3.82;5.4;4.4;3.16;3.28;2.61;2.58;2.58;4.45;3.83;4.04;4.03;4.9;6.25;3.39;3.28;3.37;3.42
3.5;0;512;0;0;-0.03;0;388.85;-18.36;6;6;85.7;100;8;88.5;6.08;6563.4;6830.78;0;1;390;16.87;3;3.89;4;85;4.24;-500.19;5;10;3.83;5.55;4.39;3.15;3.28;2.62;2.58;2.58;4.46;3.84;4.03;4.02;4.9;6.25;3.4;3.28;3.37;3.41
3.6;0;512;0;0;-0.06;0;388.8;-18.8;6;6;85.7;100;8;88.5;6.08;6653.4;6910.46;0;1;390;17.12;3;3.89;4;85;4.74;-500.19;5;10;3.84;5.7;4.38;3.14;3.28;2.62;2.58;2.58;4.46;3.85;4.02;4.01;4.89;6.25;3.41;3.28;3.37;3.4
3.7;0;512;0;0;-0.06;0;388.75;-18.9;6;6;85.7;100;8;88.5;6.08;6748.22;6970.46;0;1;390;17.37;3;3.89;4;85;5;-500.19;5;10;3.85;5.85;4.37;3.13;3.28;2.63;2.58;2.58;4.47;3.86;4.01;4.01;4.88;6.25;3.42;3.28;3.37;3.39
3.8;0;512;0;0;-0.07;0;388.7;-19;6;6;85.7;100;8;88.5;6.08;6848.23;7000;0;1;390;17.62;3;3.89;4;85;5;-500.19;5;10;3.85;6;4.36;3.12;3.28;2.64;2.58;2.58;4.48;3.86;4;4;4.87;6.25;3.43;3.28;3.37;3.39
3.9;0;512;0;0;-0.05;0;388.65;-19.25;6;6;85.7;100;8;88.5;6.08;6919.29;7000;0;1;390;17.81;3;3.89;4;85;5;-500.19;5;10;3.86;6.15;4.35;3.12;3.28;2.65;2.58;2.58;4.49;3.87;3.99;3.99;4.86;6.25;3.44;3.28;3.37;3.38
4;0;512;0;0;-0.04;0;388.6;-19.5;6;6;85.7;100;8;88.5;6.08;6959.28;7000;0;1;390;17.94;3;3.89;4;85;5;-500.19;5;10;3.87;6.29;4.34;3.11;3.28;2.66;2.58;2.58;4.5;3.88;3.99;3.98;4.85;6.25;3.45;3.28;3.37;3.37
4.1;0;512;0;0;-0.04;0;388.6;-19.5;6;6;85.7;100;8;88.5;6.08;6980;7000;0;1;390;18;3;3.89;4;85;5;-500.19;5;10;3.88;6.44;4.34;3.1;3.28;2.67;2.58;2.58;4.5;3.89;3.98;3.98;4.85;6.25;3.45;3.28;3.37;3.37
4.2;0;512;0;0;-0.02;0;388.6;-19.5;6;6;85.7;100;8;88.5;6.08;6980;7000;0;1;390;18;3;3.89;4;85;5;-500.19;5;10;3.89;6.59;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;3.99;3.99;4.85;6.26;3.45;3.28;3.37;3.37
4.3;0;512;0;0;-0.04;0;388.6;-19.45;6;6;85.7;100;8;88.5;6.08;6984.82;7000;0;1;390;18;3;3.89;4;85;5;-500.19;5;10;3.9;6.62;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4;4;4.85;6.27;3.45;3.28;3.37;3.37
4.4;0;512;0;0;-0.05;0;388.6;-19.4;6;6;85.7;100;8;88.5;7;6994.82;7000;0;1;390;18;3;3.89;4;85;5;-500.19;5;10;3.91;6.65;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4;4.01;4.85;6.28;3.45;3.28;3.37;3.37
4.5;0;512;0;0;-0.04;0;388.6;-19.45;6;6;85.7;100;8;88.5;7;6995.18;7000;0;1;390;18;3;3.89;4;85;5;-500.17;5;10;3.92;6.67;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4.01;4.02;4.85;6.29;3.45;3.28;3.37;3.37
4.6;0;512;0;0;-0.04;0;388.6;-19.5;6;6;85.7;100;8;88.5;7;6985.18;7000;0;1;390;18;3;3.89;4;85;5;-500.16;5;10;3.92;6.7;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4.02;4.03;4.85;6.3;3.45;3.28;3.37;3.37
4.7;0;512;0;0;-0.06;0;388.55;-19.5;6;6;85.7;100;8;88.5;7;6980;7000;0;1;390;18;3;3.89;4;85;5;-500.14;5;10;3.93;6.73;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4.03;4.04;4.85;6.31;3.45;3.28;3.37;3.37
4.8;0;512;0;0;-0.06;0;388.5;-19.5;6;6;85.7;100;8;88.5;7;6980;7000;0;1;390;18;3;3.89;4;85;5;-500.12;5;10;3.94;6.75;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4.04;4.05;4.85;6.31;3.45;3.28;3.37;3.37
4.9;0;512;0;0;-0.05;0;388.5;-19.5;6;6;85.7;100;8;88.5;7;6980;7000;0;1;390;18;3;3.89;4;85;5;-500.11;5;10;3.95;6.78;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4.05;4.05;4.85;6.32;3.45;3.28;3.37;3.37
5;0;512;0;0;-0.06;0;388.5;-19.5;6;6;85.7;100;8;88.5;7;6980;6979.73;0;1;390;18;3;3.89;4;85;5;-500.09;5;10;3.96;6.8;4.33;3.1;3.28;2.67;2.58;2.58;4.5;3.89;4.06;4.06;4.85;6.33;3.45;3.28;3.37;3.37
5.1;0;512;0;0;-0.07;0;388.5;-19.5;6;6;85.7;100;8;88.5;7;6975.19;6939.73;0;1;390;17.94;3;3.89;4;85;5;-500.08;5;10;3.97;6.83;4.33;3.1;3.28;2.67;2.58;2.58;4.51;3.89;4.07;4.08;4.84;6.33;3.45;3.28;3.37;3.36
5.2;0;512;0;0;-0.04;0;388.5;-19.5;6;6;85.7;100;8;88.5;7;6965.19;6909.92;0;1;390;17.81;3;3.89;4;85;5;-500.06;5;10;3.98;6.86;4.33;3.1;3.27;2.66;2.58;2.58;4.52;3.9;4.07;4.1;4.83;6.32;3.45;3.29;3.38;3.35
5.3;0;512;0;0;-0.05;0;388.5;-19.4;6;6;85.7;100;8;88.5;7;6945.64;6890.02;0;1;390;17.75;3;3.89;4;85;5;-500.05;5;10;3.99;7;4.33;3.1;3.26;2.65;2.58;2.58;4.53;3.91;4.08;4.11;4.83;6.31;3.45;3.3;3.38;3.34
5.4;0;512;0;0;-0.08;0;388.5;-19.3;6;6;85.7;100;8;88.5;7;6915.79;6870.07;0;1;390;17.75;3;3.89;4;85;5;-500.04;5;10;3.99;7.15;4.33;3.1;3.25;2.64;2.58;2.58;4.53;3.92;4.09;4.13;4.82;6.3;3.45;3.31;3.39;3.33
5.5;0;512;0;0;-0.06;0;388.55;-19.25;6;6;85.7;100;8;88.5;7;6890.58;6850.07;0;1;390;17.69;3;3.89;4;85;5;-500.05;5;10;4;7.3;4.33;3.1;3.24;2.63;2.58;2.58;4.54;3.93;4.1;4.15;4.81;6.29;3.45;3.31;3.4;3.32
5.6;0;512;0;0;-0.04;0;388.6;-19.2;6;6;85.7;100;8;88.5;7;6870.58;6830.07;0;1;390;17.57;3;3.89;4;85;5;-500.06;5;10;4.01;7.45;4.33;3.1;3.24;2.62;2.58;2.58;4.55;3.93;4.11;4.17;4.8;6.28;3.45;3.32;3.41;3.32
5.7;0;512;0;0;-0.05;0;388.55;-19.2;6;6;85.7;100;8;88.5;7;6850.58;6810.07;0;1;390;17.5;3;3.89;4;85;5;-500.06;5;10;4.02;7.59;4.33;3.1;3.23;2.62;2.58;2.58;4.56;3.94;4.12;4.18;4.79;6.27;3.45;3.33;3.42;3.31
5.8;0;512;0;0;-0.06;0;388.5;-19.2;6;6;85.7;100;8;88.5;7;6830.58;6780.15;0;1;390;17.5;3;3.89;4;85;5;-500.07;5;10;4.03;7.74;4.33;3.1;3.22;2.61;2.58;2.58;4.57;3.95;4.13;4.2;4.78;6.27;3.45;3.34;3.43;3.3
5.9;0;512;0;0;-0.04;0;388.55;-19.15;6;6;85.7;100;8;88.5;7;6810.58;6740.15;0;1;390;17.44;3;3.89;4;85;5;-500.08;5;10;4.04;7.89;4.33;3.1;3.21;2.6;2.58;2.58;4.58;3.96;4.13;4.22;4.77;6.26;3.45;3.35;3.44;3.29
6;0;512;0;0;-0.04;0;388.6;-19.1;6;6;85.7;100;8;88.5;7;6790.58;6710.08;0;1;390;17.32;3;3.89;4;85;5;-500.09;5;10;4.05;8.04;4.33;3.1;3.2;2.59;2.58;2.58;4.59;3.97;4.14;4.24;4.76;6.25;3.45;3.36;3.45;3.28
6.1;0;512;0;0;-0.06;0;388.6;-19;6;6;85.7;100;8;88.5;7;6761.17;6690.08;0;1;390;17.25;3;3.89;4.24;85;5;-500.09;5;10;4.06;8.19;4.33;3.11;3.19;2.58;2.58;2.58;4.59;3.98;4.15;4.27;4.77;6.25;3.45;3.37;3.46;3.29
6.2;0;512;0;0;-0.05;0;388.6;-18.9;6;6;85.7;100;8;88.5;7;6721.18;6660.16;0;1;390;17.25;3;3.89;4.74;85;5;-500.1;5;10;4.06;8.34;4.33;3.12;3.2;2.58;2.58;2.58;4.59;3.98;4.18;4.3;4.78;6.25;3.48;3.38;3.49;3.31
6.3;0;512;0;0;-0.04;0;388.6;-18.8;6;6;85.7;100;8;88.5;7;6690.59;6620.16;0;1;390;17.19;3;3.89;5;85;5;-500.11;5;10;4.07;8.48;4.33;3.13;3.21;2.58;2.58;2.58;4.59;3.98;4.21;4.34;4.79;6.25;3.51;3.38;3.52;3.33
6.4;0;512;0;0;-0.04;0;388.6;-18.7;6;6;85.7;100;8;88.5;6.68;6670.59;6600;0;1;390;17.07;3;3.89;5;85;5;-500.12;5;10;4.08;8.62;4.34;3.14;3.22;2.58;2.58;2.58;4.59;3.98;4.23;4.37;4.8;6.25;3.53;3.39;3.56;3.35
6.5;0;512;0;0;-0.04;0;388.6;-18.7;6;6;85.7;100;8;88.5;6.68;6641.18;6600;0;1;390;17;3;3.89;5;85;5;-500.12;5;10;4.09;8.76;4.35;3.15;3.23;2.58;2.58;2.58;4.59;3.98;4.26;4.41;4.8;6.25;3.56;3.4;3.59;3.36
6.6;0;512;0;0;-0.04;0;388.6;-18.7;6;6;85.7;100;8;88.5;6.68;6601.19;6590.08;0;1;390;17;3;3.89;5;85;5;-500.13;5;10;4.1;8.9;4.36;3.16;3.24;2.58;2.58;2.58;4.59;3.98;4.28;4.44;4.81;6.25;3.59;3.41;3.63;3.38
6.7;0;512;0;0;-0.06;0;388.6;-18.5;6;6;85.7;100;8;88.5;6.68;6580;6570.09;0;1;390;17;3;3.89;5;85;5;-500.14;5;10;4.11;9.03;4.37;3.16;3.24;2.58;2.58;2.58;4.59;3.98;4.31;4.48;4.82;6.25;3.61;3.42;3.66;3.4
6.8;0;512;0;0;-0.04;0;388.6;-18.3;6;6;85.7;100;8;88.5;6.68;6580;6540.17;0;1;390;17;3;3.89;5;85;5;-500.15;5;10;4.12;9.17;4.38;3.17;3.25;2.58;2.58;2.58;4.59;3.98;4.34;4.51;4.83;6.25;3.64;3.43;3.7;3.42
6.9;0;512;0;0;-0.03;0;388.6;-18.35;6;6;85.7;100;8;88.5;6.68;6570.6;6500.17;0;1;390;16.94;3;3.89;5;85;5.24;-500.16;5;10;4.13;9.31;4.39;3.18;3.26;2.58;2.58;2.58;4.59;3.98;4.36;4.55;4.84;6.25;3.66;3.44;3.73;3.43
7;0;512;0;0;-0.06;0;388.6;-18.4;6;6;85.7;100;8;88.5;6.68;6550.6;6470.09;0;1;390;16.82;3;3.89;5;85;5.73;-500.16;5;10;4.13;9.45;4.4;3.19;3.27;2.58;2.58;2.58;4.59;3.98;4.39;4.58;4.85;6.25;3.69;3.45;3.77;3.45
7.1;0;512;0;0;-0.05;0;388.6;-18.3;6;6;85.7;100;8;88.5;6.68;6521.2;6450.09;0;1;390;16.69;3;3.88;5;85;6;-500.17;5;10;4.14;9.59;4.4;3.2;3.28;2.58;2.58;2.58;4.59;3.98;4.42;4.63;4.86;6.24;3.72;3.45;3.8;3.47
7.2;0;512;0;0;-0.04;0;388.6;-18.2;6;6;85.7;100;8;88.5;6.68;6481.2;6430.09;0;1;390;16.57;3;3.87;5;85;6;-500.18;5;10;4.15;9.73;4.41;3.21;3.28;2.58;2.58;2.58;4.59;4;4.45;4.68;4.88;6.23;3.73;3.46;3.82;3.49
7.3;0;512;0;0;-0.04;0;388.6;-18;6;6;85.7;100;8;88.5;6.68;6450.6;6410.09;0;1;390;16.5;3;3.87;5;85;6;-500.19;5;10;4.14;9.97;4.45;3.22;3.28;2.58;2.58;2.58;4.59;4.01;4.48;4.73;4.9;6.22;3.75;3.47;3.84;3.5
7.4;0;512;0;0;-0.04;0;388.6;-17.8;6;6;85.7;100;8;88.5;6.52;6430.6;6390.09;0;1;390;16.5;3;3.86;5;85;6;-500.19;5;10;4.13;10.2;4.48;3.23;3.28;2.58;2.58;2.58;4.59;4.03;4.52;4.79;4.92;6.21;3.77;3.48;3.86;3.52
7.5;0;512;0;0;-0.03;0;388.6;-18.05;6;6;85.7;100;8;88.5;6.52;6410.6;6370.09;0;1;390;16.5;3;3.85;5;85;6;-500.17;5;10;4.13;10.44;4.52;3.23;3.28;2.58;2.58;2.58;4.59;4.05;4.55;4.84;4.93;6.2;3.79;3.49;3.87;3.54
7.6;0;512;0;0;-0.06;0;388.6;-18.3;6;6;85.7;100;8;88.5;6.52;6390.61;6350.09;0;1;390;16.5;3;3.84;5;85;6;-500.16;5;10;4.12;10.67;4.55;3.24;3.28;2.58;2.58;2.58;4.59;4.07;4.59;4.89;4.95;6.2;3.8;3.5;3.89;3.55
7.7;0;512;0;0;-0.05;0;388.6;-18.05;6;6;85.7;100;8;88.5;6.52;6370.61;6330.1;0;1;390;16.44;3;3.83;5;85;6;-500.14;5;10;4.11;10.91;4.59;3.25;3.28;2.58;2.58;2.58;4.59;4.08;4.62;4.94;4.97;6.19;3.82;3.51;3.91;3.57
7.8;0;512;0;0;-0.04;0;388.6;-17.8;6;6;85.7;100;8;88.5;6.52;6350.61;6320;0;1;390;16.32;3;3.82;5;85;6;-500.12;5;10;4.1;11.14;4.62;3.26;3.28;2.58;2.58;2.58;4.59;4.1;4.66;5;4.99;6.18;3.84;3.52;3.93;3.59
7.9;0;512;0;0;-0.06;0;388.6;-17.8;6;6;85.7;100;8;88.5;6.52;6335.31;6320;0;1;390;16.25;3;3.81;5;85;6;-500.11;5;10;4.09;11.38;4.66;3.27;3.28;2.58;2.58;2.58;4.59;4.12;4.69;5.05;5;6.17;3.86;3.52;3.94;3.61
