Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
1.2;1.51;585;25.48;55.09;0.68;0;391.6;-5.37;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.3;1.84;585;27.03;62.22;0.67;0;391.55;-6.17;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.4;2.18;585;29.64;66.22;0.77;0;391.49;-7.04;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.5;2.58;585;31.99;74.44;0.89;0;391.34;-8.79;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.6;3.01;585;32.89;86.5;1.01;0;391.19;-10.51;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.7;3.5;585;32.8;97.38;1.14;0;391.09;-11.86;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.8;4;585;32.8;101.84;1.15;0;390.99;-13.19;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
1.9;4.56;585;32.48;101.56;1.26;0;390.89;-14.29;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
2;5.09;585;32.4;102.28;1.26;0;390.79;-15.41;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
2.1;5.69;585;32.3;100.84;1.27;0;390.69;-16.71;21;21;86.5;100;8;89.5;0;0;0;0;1;393.71;0;23.5;22;85;22;21;22.5
2.2;6.23;585;31.95;99.78;1.36;0;390.6;-17.9;21;21;86.5;100;8;89.5;0;0;0;0;1;393.21;0;23.5;22;85;22;21;22.5
2.3;6.7;585;31.7;97.11;1.35;0;390.55;-17.95;21;21;86.5;100;8;89.5;0;0;0;0;1;393;0;23.5;22;85;22;21;22.5
2.4;7.13;585;29.85;91.72;0.82;0;390.51;-17.9;21;21;86.5;100;8;89.5;0;0;0;0;1;393;0;23.5;22;85;22;21;22.5
2.5;7.79;585;30.3;86.81;1.05;0;390.61;-16.8;21;21;86.5;100;8;89.5;0;0;0;0;1;393.29;0;23.5;22;85;22;21;22.5
2.6;8.17;585;30.18;76.14;0.91;0;390.71;-15.59;21;21;86.5;100;8;89.5;0;0;0;0;1;393.79;0;23.5;22;85;22;21;22.5
2.7;8.59;585;30.18;59.64;0.72;0;390.86;-13.29;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
2.8;8.88;585;30.3;47.11;0.49;0;391.01;-11.04;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
2.9;9.09;585;30.3;38.42;0.37;0;391.16;-9.24;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
3;9.25;585;30.3;28.61;0.25;0;391.31;-7.52;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21;22.5
3.1;9.39;585;30.93;22.92;0.15;0;391.41;-6.67;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.04;22.5
3.2;9.51;585;30.87;19.72;0.19;0;391.5;-5.86;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.09;22.5
3.3;9.59;585;30.78;16.22;-0.01;0;391.5;-5.36;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.14;22.5
3.4;9.67;585;30.99;14.11;0.07;0;391.5;-4.87;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.19;22.5
3.5;9.77;585;31.1;12.5;0.1;0;391.55;-4.52;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.24;22.5
3.6;9.8;585;30.93;10.39;0.04;0;391.6;-4.19;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.29;22.5
3.7;9.84;585;30.93;9.89;-0.01;0;391.6;-4.04;21;21;86.5;100;8;89.5;5.52;0;0;0;1;394;0;23.5;22;85;22;21.34;22.5
3.8;9.88;585;30.78;9.61;0.06;0;391.6;-3.87;21;21;86.5;100;8;89.5;5.52;0;0;0;1;394;0;23.5;22;85;22;21.39;22.5
3.9;9.91;585;30.63;7.5;-0.02;0;391.65;-3.57;21;21;86.5;100;8;89.5;5.52;0;0;0;1;394.29;0;23.5;22;85;22;21.44;22.5
4;9.95;585;30.68;6.89;-0.03;0;391.7;-3.23;21;21;86.5;100;8;89.5;5.52;0;0;0;1;394.79;0;23.5;22;85;22;21.49;22.5
4.1;9.98;585;30.63;5.81;-0.03;0;391.75;-2.48;21;21;86.5;100;8;89.5;5.52;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.2;9.98;585;30.68;1.8;-0.04;0;391.8;-1.8;21;21;86.5;100;8;89.5;5.52;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.3;9.96;585;30.93;1.19;-0.1;0;391.8;-1.75;21;21;86.5;100;8;89.5;5.52;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.4;9.92;585;30.99;0.61;-0.15;0;391.8;-1.72;21;21;86.5;100;8;89.5;5.52;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.5;9.9;585;31.1;0.5;-0.09;0;391.8;-1.92;21;21;86.5;100;8;89.5;5.52;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.6;9.89;585;30.93;1.5;-0.04;0;391.8;-2.09;21;21;86.5;100;8;89.5;5.52;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.7;9.88;585;30.93;2.5;-0.06;0;391.8;-1.99;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.8;9.86;585;30.93;1.5;-0.1;0;391.8;-1.9;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
4.9;9.84;585;30.93;1;-0.11;0;391.8;-1.95;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
5;9.84;585;30.93;1;-0.04;0;391.8;-2;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.5;22.5
5.1;9.82;585;31.03;1.2;-0.07;0;391.8;-2.05;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.46;22.5
5.2;9.79;585;31.61;1.69;-0.07;0;391.8;-2.14;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.41;22.5
5.3;9.78;585;32.91;2.61;-0.03;0;391.75;-2.59;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.36;22.5
5.4;9.77;585;34.15;4;-0.03;0;391.7;-3.04;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.31;22.5
5.5;9.81;585;36.42;6.59;0.05;0;391.7;-3.54;21;21;86.5;100;8;89.5;0;0;0;0;1;394.71;0;23.5;22;85;22;21.26;22.5
5.6;9.84;585;36.5;9.2;0.13;0;391.69;-4.09;21;21;86.5;100;8;89.5;0;0;0;0;1;394.21;0;23.5;22;85;22;21.21;22.5
5.7;9.9;585;36.5;13;0.17;0;391.59;-5.04;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.16;22.5
5.8;10;585;36.5;16.89;0.23;0;391.5;-5.94;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.11;22.5
5.9;10.09;585;36.45;19.3;0.28;0;391.45;-6.39;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.06;22.5
6;10.18;585;36.31;20.28;0.28;0;391.4;-6.83;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.01;22.5
6.1;10.3;585;36.14;20.89;0.25;0;391.4;-7.13;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.04;22.5
6.2;10.43;585;35.99;22.5;0.31;0;391.4;-7.41;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.09;22.5
6.3;10.59;585;35.67;23.19;0.34;0;391.35;-7.56;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.14;22.5
6.4;10.72;585;34.19;24;0.29;0;391.3;-7.65;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.19;22.5
6.5;10.85;585;31.41;22.5;0.17;0;391.35;-7.1;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.24;22.5
6.6;10.95;585;27.23;19.8;0.22;0;391.41;-6.5;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.29;22.5
6.7;11.05;585;24.32;16.02;0.18;0;391.51;-5.35;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.34;22.5
6.8;11.13;585;20.17;11.02;0.07;0;391.61;-4.17;21;21;86.5;100;8;89.5;0;0;0;0;1;394;0;23.5;22;85;22;21.39;22.5
6.9;11.13;585;17.66;4.91;-0.07;0;391.71;-2.77;21;21;86.5;100;8;89.5;0;0;0;0;1;394.29;0;23.5;22;85;22;21.44;22.5
7;11.15;585;17.13;0;-0.05;0;391.81;-1.41;21;21;86.5;100;8;89.5;0;0;0;0;1;394.79;0;23.5;22;85;22;21.49;22.5
7.1;11.13;585;17.13;-6.7;-0.24;0;391.91;-0.36;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.46;22.5
7.2;11;585;16.91;-12.22;-0.3;0;392;0.63;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.41;22.5
7.3;10.92;585;16.03;-11;-0.36;0;392.05;0.98;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.36;22.5
7.4;10.79;585;14.98;-14.89;-0.44;0;392.1;1.38;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.31;22.5
7.5;10.65;585;12.43;-19.7;-0.54;0;392.15;2.28;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.26;22.5
7.6;10.48;585;12.33;-24.8;-0.59;0;392.21;3.18;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.21;22.5
7.7;10.28;585;12.63;-31.7;-0.77;0;392.31;4.08;21;21;86.5;100;8;89.5;0;0;0;0;1;395.29;0;23.5;22;85;22;21.16;22.5
7.8;10.04;585;12.63;-37.5;-0.77;0;392.4;4.94;21;21;86.5;100;8;89.5;0;0;0;0;1;395.79;0;23.5;22;85;22;21.11;22.5
7.9;9.75;585;12.68;-42.79;-0.92;0;392.45;5.34;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;23.5;22;85;22;21.06;22.5
8;9.45;585;12.78;-47;-0.98;0;392.5;5.66;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;23.5;22;85;22;21.01;22.5
8.1;9.11;585;12.83;-46.5;-0.89;0;392.45;5.26;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;23.5;22;85;22;21;22.5
8.2;8.78;585;13.66;-44.8;-0.91;0;392.4;4.83;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;23.5;22;85;22;21;22.5
8.3;8.5;585;14.91;-43.61;-0.88;0;392.35;4.03;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;23.5;22;85;22;21;22.5
8.4;8.2;585;18.44;-39.02;-0.77;0;392.29;3.19;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;23.5;22;85;22;21;22.5
8.5;7.98;585;20.75;-30.12;-0.58;0;392.19;1.94;21;21;86.5;100;8;89.5;0;0;0;0;1;395.71;0;23.5;22;85;22;21;22.5
8.6;7.84;585;21.63;-20.11;-0.45;0;392.1;0.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395.21;0;23.5;22;85;22;21;22.5
8.7;7.69;585;21.52;-18.83;-0.46;0;392.1;0.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
8.8;7.54;585;21.48;-20.5;-0.49;0;392.1;0.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
8.9;7.4;585;21.25;-19.66;-0.46;0;392.1;0.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9;7.27;585;20.73;-20.5;-0.48;0;392.1;0.81;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.1;7.12;585;19.03;-20.16;-0.51;0;392.1;0.96;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.2;6.97;585;18;-20.5;-0.5;0;392.1;1.1;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.3;6.79;585;17.64;-21.33;-0.53;0;392.1;1.15;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.4;6.64;585;17.78;-22.17;-0.54;0;392.1;1.2;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.5;6.46;585;17.95;-23.5;-0.55;0;392.1;1.15;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.6;6.29;585;18.48;-23.66;-0.49;0;392.1;1.06;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.7;6.13;585;21.62;-20.48;-0.44;0;392.05;0.56;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.8;6;585;26.48;-12.83;-0.28;0;392;0.04;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
9.9;5.93;585;27.08;-3;-0.12;0;391.95;-0.61;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
10;5.9;585;27.2;0;-0.12;0;391.9;-1.2;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21;22.5
10.1;5.9;585;27.02;0.69;-0.02;0;391.9;-1.25;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.04;22.5
10.2;5.89;585;26.75;1.5;-0.03;0;391.9;-1.35;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.09;22.5
10.3;5.92;585;26.75;5;0.03;0;391.85;-1.85;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.14;22.5
10.4;5.97;585;26.69;7.16;0.11;0;391.8;-2.29;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.19;22.5
10.5;6.02;585;26.58;5.33;0;0;391.85;-2.14;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.24;22.5
10.6;6.08;585;26.43;4.83;-0.02;0;391.9;-1.99;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.29;22.5
10.7;6.13;585;26.22;5.5;-0.05;0;391.85;-1.89;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.34;22.5
10.8;6.16;585;24.92;4.33;-0.02;0;391.8;-1.77;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.39;22.5
10.9;6.19;585;23.69;2.33;-0.14;0;391.85;-1.47;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.5;22;85;22;21.44;22.5
11;6.2;585;20.79;0;-0.2;0;391.9;-1.17;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.54;22;85;22;21.49;22.5
11.1;6.2;585;18.26;-3.02;-0.24;0;391.95;-0.82;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.59;22;85;22;21.46;22.52
11.2;6.13;585;18.58;-6.35;-0.27;0;392;-0.5;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.64;22;85;22;21.41;22.53
11.3;6.09;585;18.83;-5.65;-0.27;0;392;-0.55;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.69;22;85;22;21.36;22.55
11.4;6.07;585;18.98;-6.17;-0.27;0;392;-0.59;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.74;22;85;22;21.31;22.57
11.5;6.02;585;19.13;-7.17;-0.27;0;392;-0.49;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.79;22;85;22;21.26;22.58
11.6;5.96;585;20.28;-8.35;-0.27;0;392;-0.41;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.84;22;85;22;21.21;22.6
11.7;5.93;585;22.35;-8.33;-0.24;0;392;-0.51;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.89;22;85;22;21.16;22.62
11.8;5.94;585;24.93;-5.83;-0.09;0;392;-0.63;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.94;22;85;22;21.11;22.63
11.9;5.97;585;27.31;0;-0.03;0;391.95;-0.93;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;23.99;22;85;22;21.06;22.65
12;6.05;585;28.81;0;-0.03;0;391.9;-1.23;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.01;22.67
12.1;6.09;585;28.87;2.17;0;0;391.9;-1.53;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.04;22.67
12.2;6.14;585;27.09;2.69;-0.02;0;391.9;-1.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.09;22.67
12.3;6.23;585;23.69;8.17;0.15;0;391.9;-1.85;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.14;22.67
12.4;6.33;585;23.33;5.31;-0.02;0;391.9;-1.85;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.19;22.67
12.5;6.39;585;23.33;0.65;-0.07;0;391.9;-1.3;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.24;22.67
12.6;6.43;585;23.48;-3.35;-0.21;0;391.9;-0.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.29;22.67
12.7;6.44;585;23.38;-5.15;-0.18;0;391.9;-0.8;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.34;22.67
12.8;6.46;585;23.48;-3.65;-0.19;0;391.9;-0.79;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.39;22.67
12.9;6.48;585;23.65;-3.5;-0.17;0;391.95;-0.69;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.44;22.67
13;6.5;585;24.13;-5;-0.15;0;392;-0.62;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.49;22.67
13.1;6.56;585;25.72;-3.11;-0.15;0;391.95;-0.82;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.46;22.67
13.2;6.63;585;27.59;-1.39;-0.09;0;391.9;-1.02;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.41;22.67
13.3;6.7;585;28.6;1;-0.1;0;391.9;-1.22;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.36;22.67
13.4;6.8;585;28.93;2.11;-0.11;0;391.9;-1.45;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.31;22.67
13.5;6.91;585;28.75;2;-0.11;0;391.85;-1.95;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.26;22.67
13.6;7.05;585;28.6;6.11;-0.04;0;391.8;-2.36;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.21;22.67
13.7;7.13;585;28.45;3.89;-0.1;0;391.85;-1.91;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.16;22.67
13.8;7.21;585;28.28;1.61;-0.12;0;391.9;-1.49;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.11;22.67
13.9;7.31;585;28.13;0.89;-0.21;0;391.9;-1.39;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.06;22.67
14;7.37;585;27.53;1;-0.17;0;391.9;-1.28;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21.01;22.67
14.1;7.47;585;27.17;0;-0.1;0;391.9;-1.08;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
14.2;7.54;585;26.46;-2.5;-0.17;0;391.9;-0.89;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
14.3;7.59;585;27.1;-4.28;-0.37;0;391.9;-0.79;21;21;86.5;100;8;89.5;0;0;0;0;1;395.28;0;24;22;85;22;21;22.67
14.4;7.79;585;27.71;-2.61;-0.35;0;391.9;-0.72;21;21;86.5;100;8;89.5;0;0;0;0;1;395.78;0;24;22;85;22;21;22.67
14.5;7.72;585;29.51;-1.78;-0.26;0;391.9;-0.92;21;21;86.5;100;8;89.5;0;0;0;0;1;395.72;0;24;22;85;22;21;22.67
14.6;7.75;585;31.35;-0.78;-0.11;0;391.9;-1.11;21;21;86.5;100;8;89.5;0;0;0;0;1;395.22;0;24;22;85;22;21;22.67
14.7;7.68;585;30.42;1.11;-0.11;0;391.9;-1.26;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
14.8;7.7;585;27.48;1.5;-0.1;0;391.9;-1.39;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
14.9;7.55;585;21.6;0.22;-0.18;0;391.9;-1.24;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15;7.53;585;13.9;-1.11;-0.21;0;391.9;-1.05;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.1;7.39;585;13.22;-8.33;-0.18;0;391.95;-0.5;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.2;7.2;585;12.72;-9.11;-0.08;0;392;0.05;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.3;7.05;585;11.5;-13.03;-0.15;0;392.05;0.55;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.4;6.91;585;6.76;-19.94;-0.11;0;392.1;1.01;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.5;6.78;585;2.06;-24.94;-0.12;0;392.1;1.16;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.6;6.52;585;0;-27.34;-0.41;0;392.1;1.34;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
15.7;6.07;585;0;-36.66;-0.62;0;392.15;1.79;21;21;86.5;100;8;89.5;0;0;0;0;1;395.28;0;24;22;85;22;21;22.67
15.8;5.57;585;0;-43.22;-0.69;0;392.2;2.19;21;21;86.5;100;8;89.5;0;0;0;0;1;395.78;0;24;22;85;22;21;22.67
15.9;5.24;585;0;-48.72;-0.73;0;392.2;2.04;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;24;22;85;22;21;22.67
16;4.73;585;0;-54.61;-0.94;0;392.2;1.85;21;21;86.5;100;8;89.5;0;0;0;0;1;396;0;24;22;85;22;21;22.67
16.1;4.19;585;0;-58.89;-1.05;1;392.15;1.3;21;21;86.5;100;8;89.5;0;0;0;0;1;395.72;0;24;22;85;22;21;22.67
16.2;3.68;585;0;-61.05;-1.2;1;392.1;0.75;21;21;86.5;100;8;89.5;0;0;0;0;1;395.22;0;24;22;85;22;21;22.67
16.3;3.09;585;0;-62.94;-1.24;1;392.05;0.2;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
16.4;2.55;585;1.28;-58.89;-1.07;1;392;-0.35;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
16.5;2.14;585;0;-48.24;-0.83;1;391.95;-0.95;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
16.6;1.74;585;0;-39.39;-0.81;1;391.9;-1.52;21;21;86.5;100;8;89.5;0;0;0;0;1;395;0;24;22;85;22;21;22.67
