Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
2;0;511;0;0;-0.32;0;385.1;-7.89;6;6;72.1;83;8;88.5;0.84;2224.98;2476.97;0;1;388;5.74;3.5;3.38;5;85;5;-500.05;5.74;10;5.57;5.22;6.49;4.88;5.22;3.57;3.89;3.48;6.85;5.68;5.94;5.72;6.71;7.66;5.37;5.69;5.54;5.05
2.1;0;511;0;0;-0.32;0;385.1;-8.04;6;6;72.1;83;8;88.5;1.92;2314.96;2576.97;0;1;388;5.99;3.5;3.34;5;85;5;-500.07;5.69;10;5.39;5.16;6.35;4.77;5.09;3.44;3.73;3.35;6.72;5.62;5.73;5.56;6.51;7.52;5.25;5.55;5.42;4.95
2.2;0;511;0;0;-0.3;0;385.1;-8.19;6;6;72.1;83;8;88.5;1.92;2414.41;2676.96;0;1;387.53;6.24;3.5;3.31;5;85;5;-500.09;5.64;10;5.22;5.1;6.2;4.67;4.96;3.3;3.57;3.22;6.6;5.55;5.52;5.41;6.31;7.39;5.12;5.41;5.3;4.84
2.3;0;511;0;0;-0.3;0;385.05;-8.82;6;6;72.1;83;8;88.5;1.92;2514.42;2796.34;0;1;387.03;6.49;3.5;3.28;5;85;5;-500.12;5.59;10;5.04;5.04;6.05;4.6;4.83;3.17;3.46;3.09;6.51;5.49;5.31;5.3;6.17;7.31;5;5.27;5.18;4.77
2.4;0;511;0;0;-0.31;0;385;-9.47;6;6;72.1;83;8;88.5;1.92;2623.84;2916.33;0;1;387;6.74;3.5;3.29;5;85;5;-500.14;5.54;10;4.87;4.97;5.9;4.63;4.78;3.13;3.5;3.03;6.51;5.47;5.22;5.33;6.19;7.36;4.95;5.22;5.13;4.82
2.5;0;511;0;0;-0.29;0;384.9;-9.21;6;6;72.1;83;8;88.5;1.92;2733.82;3016.94;0;1;387;6.99;3.5;3.3;5;85;5;-500.16;5.51;10;4.77;4.94;5.82;4.67;4.83;3.17;3.53;3.07;6.51;5.47;5.25;5.37;6.22;7.41;4.99;5.25;5.16;4.86
2.6;0;511;0;0;-0.3;0;384.8;-8.91;6;6;72.1;83;8;88.5;1.92;2843.82;3116.93;0;1;387;7.35;3.5;3.31;5;85;5;-500.18;5.56;10;4.8;4.95;5.83;4.7;4.87;3.21;3.57;3.1;6.51;5.48;5.29;5.4;6.24;7.46;5.02;5.29;5.2;4.9
2.7;0;511;0;0;-0.31;0;384.8;-9.9;6;6;72.1;83;8;88.5;1.92;2953.83;3216.93;0;1;387;7.73;3.5;3.32;5;85;5;-500.17;5.61;10;4.83;4.96;5.85;4.74;4.91;3.26;3.6;3.14;6.51;5.49;5.32;5.43;6.27;7.52;5.06;5.32;5.23;4.95
2.8;0;511;0;0;-0.33;0;384.8;-10.95;6;6;72.1;83;8;88.5;1.92;3054.39;3316.92;0;1;387;7.99;3.5;3.32;5;85;5;-500.15;5.66;10;4.85;4.97;5.87;4.77;4.96;3.3;3.64;3.17;6.51;5.5;5.36;5.47;6.3;7.57;5.09;5.36;5.27;4.99
2.9;0;511;0;0;-0.31;0;384.66;-10.28;6;6;72.1;83;8;88.5;1.92;3154.38;3416.91;0;1;387;8.24;3.5;3.33;5;85;5;-500.13;5.71;10;4.88;4.98;5.89;4.81;5;3.34;3.67;3.21;6.51;5.51;5.39;5.5;6.32;7.62;5.13;5.39;5.3;5.04
3;0;511;0;0;-0.29;0;384.51;-9.53;6;6;72.1;83;8;88.5;1.92;3254.38;3516.9;0;1;386.53;8.49;3.5;3.34;5;85;5;-500.11;5.76;10;4.9;4.98;5.9;4.84;5.05;3.39;3.71;3.24;6.51;5.52;5.43;5.54;6.35;7.67;5.16;5.43;5.34;5.08
3.1;0;511;0;0;-0.32;0;384.55;-10.74;6;6;72.1;83;8;88.5;3;3354.37;3636.27;0;1;386.03;8.74;3.5;3.35;5;85;5;-500.08;5.81;10;4.93;4.99;5.92;4.88;5.09;3.43;3.74;3.28;6.51;5.53;5.46;5.57;6.38;7.73;5.2;5.46;5.37;5.12
3.2;0;511;0;0;-0.3;0;384.6;-12.04;6;6;72.1;83;8;88.5;3;3454.36;3756.27;0;1;386;8.99;3.5;3.36;5;85;5;-500.06;5.86;10;4.96;5;5.94;4.91;5.13;3.47;3.78;3.31;6.51;5.54;5.5;5.61;6.4;7.78;5.23;5.5;5.41;5.17
3.3;0;511;0;0;-0.31;0;384.46;-11.86;6;6;72.1;83;8;88.5;3;3554.35;3856.89;0;1;386;9.24;3.5;3.37;5;85;5;-500.04;5.91;10;4.98;5.01;5.96;4.94;5.18;3.52;3.8;3.35;6.51;5.54;5.53;5.64;6.42;7.82;5.27;5.53;5.44;5.2
3.4;0;511;0;0;-0.33;0;384.31;-11.61;6;6;72.1;83;8;88.5;3;3682.64;3956.88;0;1;386;9.49;3.5;3.37;5;85;5;-500.01;5.96;10;5.01;5.02;5.97;4.95;5.21;3.55;3.81;3.37;6.51;5.55;5.55;5.64;6.43;7.84;5.29;5.56;5.47;5.22
3.5;0;511;0;0;-0.33;0;384.3;-11.93;6;6;72.1;83;8;88.5;3;3812.63;4056.88;0;1;386;9.74;3.5;3.37;5;85;5;-499.99;5.99;10;5.03;5.04;5.98;4.96;5.23;3.55;3.82;3.39;6.51;5.55;5.56;5.64;6.44;7.86;5.31;5.57;5.49;5.24
3.6;0;511;0;0;-0.32;0;384.3;-12.28;6;6;72.1;83;8;88.5;3;3904.89;4156.87;0;1;386;9.99;3.5;3.37;5;85;5;-499.97;5.94;10;5.04;5.06;5.98;4.97;5.24;3.56;3.83;3.41;6.51;5.55;5.57;5.64;6.45;7.87;5.33;5.59;5.5;5.26
3.7;0;511;0;0;-0.33;0;384.25;-13.21;6;6;72.1;83;8;88.5;3;3994.88;4256.87;0;1;386;10.24;3.5;3.37;5;85;5;-499.98;5.89;10;5.05;5.09;5.98;4.97;5.26;3.57;3.84;3.43;6.51;5.55;5.58;5.64;6.46;7.89;5.35;5.61;5.52;5.27
3.8;0;511;0;0;-0.35;0;384.2;-14.16;6;6;72.1;83;8;88.5;3;4094.28;4356.86;0;1;386;10.6;3.5;3.37;5;85;5;-500.01;5.84;10;5.05;5.11;5.98;4.98;5.28;3.58;3.85;3.44;6.51;5.55;5.59;5.64;6.47;7.91;5.36;5.63;5.54;5.29
3.9;0;511;0;0;-0.35;0;384.1;-13.39;6;6;72.1;83;8;88.5;3;4194.25;4476.22;0;1;386;10.98;3.5;3.37;5;85;5;-500.04;5.79;10;5.06;5.14;5.98;4.99;5.29;3.59;3.86;3.46;6.51;5.55;5.6;5.64;6.48;7.93;5.38;5.64;5.56;5.31
4;0;511;0;0;-0.32;0;384;-12.54;6;6;72.1;83;8;88.5;3;4303.71;4596.21;0;1;386;11.24;3.5;3.37;5;85;5;-500.08;5.74;10;5.07;5.17;5.98;5;5.31;3.6;3.87;3.48;6.51;5.55;5.6;5.64;6.48;7.94;5.4;5.66;5.57;5.33
4.1;0;511;0;0;-0.32;0;384;-13.6;6;6;72.1;83;8;88.5;3.92;4413.74;4696.84;0;1;386;11.49;3.5;3.37;5;85;5;-500.11;5.69;10;5.08;5.19;5.98;5.01;5.33;3.61;3.87;3.5;6.51;5.55;5.61;5.64;6.49;7.96;5.42;5.68;5.59;5.34
4.2;0;511;0;0;-0.33;0;384;-14.75;6;6;72.1;83;8;88.5;3.92;4523.74;4796.83;0;1;386;11.74;3.5;3.37;5;85;5;-500.14;5.64;10;5.09;5.22;5.98;5.02;5.35;3.61;3.88;3.51;6.51;5.55;5.62;5.64;6.5;7.98;5.43;5.7;5.61;5.36
4.3;0;511;0;0;-0.31;0;383.86;-14.18;6;6;72.1;83;8;88.5;3.92;4633.73;4896.83;0;1;386;11.99;3.5;3.37;5;85;5;-500.17;5.59;10;5.1;5.24;5.98;5.03;5.36;3.62;3.89;3.53;6.51;5.55;5.63;5.63;6.51;8;5.45;5.71;5.63;5.38
4.4;0;511;0;0;-0.31;0;383.71;-13.53;6;6;72.1;83;8;88.5;3.92;4724.86;4996.82;0;1;385.53;12.24;3.5;3.37;5;85;5;-500.2;5.54;10;5.11;5.27;5.98;5.04;5.37;3.63;3.9;3.54;6.5;5.55;5.63;5.62;6.51;8.01;5.46;5.72;5.64;5.38
4.5;0;511;0;0;-0.29;0;383.75;-14.17;6;6;72.1;83;8;88.5;3.92;4814.84;5096.81;0;1;385.03;12.49;3.5;3.37;5;85;5;-500.23;5.5;10;5.11;5.32;5.98;5.04;5.37;3.64;3.91;3.54;6.49;5.56;5.62;5.62;6.51;8.03;5.46;5.72;5.64;5.39
4.6;0;511;0;0;-0.29;0;383.8;-14.87;6;6;72.1;83;8;88.5;3.92;4923.68;5196.8;0;1;385;12.74;3.5;3.37;5;85;5;-500.26;5.5;10;5.11;5.41;5.98;5.05;5.37;3.65;3.92;3.54;6.48;5.57;5.61;5.61;6.51;8.05;5.46;5.72;5.64;5.4
4.7;0;511;0;0;-0.31;0;383.66;-14.85;6;6;72.1;83;8;88.5;3.92;5033.66;5316.15;0;1;385;12.99;3.5;3.37;5;85;5;-500.25;5.5;10;5.11;5.5;5.98;5.06;5.37;3.66;3.93;3.54;6.47;5.58;5.61;5.6;6.51;8.07;5.46;5.72;5.64;5.41
4.8;0;511;0;0;-0.33;0;383.51;-14.8;6;6;72.1;83;8;88.5;3.92;5134.24;5436.15;0;1;385;13.24;3.5;3.37;5;85;5.47;-500.23;5.5;10;5.11;5.58;5.98;5.07;5.37;3.67;3.94;3.54;6.46;5.59;5.6;5.59;6.51;8.08;5.46;5.72;5.64;5.42
4.9;0;511;0;0;-0.32;0;383.45;-14.8;6;6;72.1;83;8;88.5;3.92;5234.25;5536.79;0;1;385;13.49;3.5;3.37;5;85;5.97;-500.2;5.5;10;5.11;5.67;5.98;5.08;5.37;3.68;3.94;3.54;6.45;5.6;5.59;5.58;6.51;8.1;5.46;5.72;5.64;5.43
5;0;511;0;0;-0.3;0;383.4;-14.8;6;6;72.1;83;8;88.5;3.92;5353.09;5636.78;0;1;385;13.85;3.5;3.37;5;85;6;-500.18;5.5;10;5.11;5.76;5.98;5.09;5.37;3.68;3.95;3.54;6.45;5.6;5.58;5.57;6.51;8.12;5.46;5.72;5.64;5.44
5.1;0;511;0;0;-0.31;0;383.35;-15.76;6;6;72.1;83;8;88.5;5;5473.08;5736.77;0;1;385;14.23;3.5;3.37;5;85;6;-500.16;5.5;10;5.11;5.84;5.98;5.1;5.37;3.69;3.96;3.54;6.44;5.61;5.57;5.56;6.51;8.14;5.46;5.72;5.64;5.45
5.2;0;511;0;0;-0.3;0;383.3;-16.76;6;6;72.1;83;8;88.5;5;5574.22;5836.76;0;1;385;14.49;3.5;3.37;5;85;6;-500.14;5.5;10;5.11;5.93;5.98;5.11;5.37;3.7;3.97;3.54;6.43;5.62;5.56;5.56;6.51;8.15;5.46;5.72;5.64;5.45
5.3;0;511;0;0;-0.34;0;383.25;-16.61;6;6;72.1;83;8;88.5;5;5674.2;5936.76;0;1;385;14.74;3.5;3.37;5;85;6;-500.11;5.5;10;5.11;6.02;5.98;5.11;5.37;3.71;3.98;3.54;6.42;5.63;5.55;5.55;6.51;8.17;5.46;5.72;5.64;5.46
5.4;0;511;0;0;-0.33;0;383.2;-16.41;6;6;72.1;83;8;88.5;5;5783.63;6036.75;0;1;385;14.99;3.5;3.37;5;85;6;-500.09;5.5;10;5.11;6.11;5.98;5.11;5.37;3.72;3.98;3.54;6.43;5.63;5.54;5.54;6.53;8.18;5.47;5.73;5.64;5.46
5.5;0;511;0;0;-0.31;0;383.15;-17.07;6;6;72.1;83;8;88.5;5;5893.63;6156.09;0;1;385;15.24;3.5;3.37;5;85;6;-500.07;5.5;10;5.11;6.18;5.98;5.11;5.37;3.72;3.98;3.54;6.44;5.62;5.54;5.53;6.55;8.19;5.47;5.74;5.65;5.46
5.6;0;511;0;0;-0.33;0;383.1;-17.77;6;6;72.1;83;8;88.5;5;5994.2;6276.09;0;1;385;15.49;3.5;3.37;5;85;6;-500.04;5.5;10;5.11;6.23;5.96;5.11;5.37;3.72;3.98;3.54;6.45;5.61;5.53;5.52;6.57;8.2;5.48;5.74;5.66;5.46
5.7;0;511;0;0;-0.31;0;383;-17.9;6;6;72.1;83;8;88.5;5;6094.19;6376.74;0;1;385;15.74;3.5;3.37;5;85;6;-500.05;5.5;10;5.11;6.28;5.94;5.11;5.37;3.72;3.98;3.54;6.46;5.61;5.52;5.51;6.58;8.2;5.49;5.75;5.67;5.46
5.8;0;511;0;0;-0.32;0;382.9;-18;6;6;72.1;83;8;88.5;5;6203.57;6476.73;0;1;384.53;16.1;3.5;3.37;5;85;6;-500.08;5.5;10;5.11;6.34;5.93;5.11;5.37;3.72;3.98;3.54;6.47;5.6;5.51;5.5;6.6;8.21;5.5;5.76;5.67;5.46
5.9;0;511;0;0;-0.33;0;382.9;-18.48;6;6;72.1;83;8;88.5;5;6313.53;6576.72;0;1;384.03;16.48;3.5;3.37;5;85;6;-500.1;5.5;10;5.11;6.39;5.91;5.11;5.37;3.72;3.98;3.54;6.48;5.59;5.5;5.49;6.62;8.22;5.51;5.77;5.68;5.46
6;0;511;0;0;-0.35;0;382.9;-18.98;6;6;72.1;83;8;88.5;5;6414.15;6676.71;0;1;384;16.74;3.5;3.37;5;85;6;-500.12;5.5;10;5.11;6.44;5.89;5.11;5.37;3.72;3.98;3.54;6.48;5.58;5.49;5.49;6.63;8.23;5.52;5.78;5.69;5.46
6.1;0;511;0;0;-0.33;0;382.8;-19.14;6;6;72.1;83;8;88.5;6.08;6514.19;6776.71;0;1;384;16.99;3.5;3.37;5;85;6;-500.15;5.5;10;5.11;6.49;5.87;5.11;5.37;3.72;3.98;3.54;6.49;5.57;5.48;5.48;6.65;8.24;5.53;5.79;5.7;5.46
6.2;0;511;0;0;-0.31;0;382.7;-19.29;6;6;72.1;83;8;88.5;6.08;6623.58;6876.7;0;1;384;17.24;3.5;3.37;5;85;6;-500.17;5.5;10;5.11;6.55;5.86;5.11;5.37;3.72;3.98;3.54;6.5;5.56;5.47;5.47;6.67;8.25;5.54;5.8;5.71;5.46
6.3;0;511;0;0;-0.31;0;382.65;-19.54;6;6;72.1;83;8;88.5;6.08;6733.54;6938.02;0;1;384;17.49;3.5;3.37;5;85;6;-500.19;5.5;10;5.11;6.6;5.84;5.11;5.37;3.72;3.98;3.54;6.51;5.55;5.47;5.46;6.69;8.25;5.54;5.81;5.72;5.46
6.4;0;511;0;0;-0.34;0;382.6;-19.79;6;6;72.1;83;8;88.5;6.08;6815.3;6998.01;0;1;384;17.74;3.5;3.37;5;85;6;-500.21;5.5;10;5.11;6.65;5.82;5.11;5.37;3.72;3.98;3.54;6.51;5.55;5.46;5.46;6.69;8.24;5.55;5.81;5.72;5.46
6.5;0;511;0;0;-0.31;0;382.6;-19.7;6;6;72.1;83;8;88.5;6.08;6895.3;7000;0;1;384;17.99;3.5;3.37;5;85;6;-500.24;5.5;10;5.12;6.69;5.8;5.11;5.37;3.73;3.98;3.54;6.51;5.56;5.46;5.46;6.7;8.23;5.55;5.81;5.72;5.46
6.6;0;511;0;0;-0.31;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.08;6947.07;7000;0;1;384;18.12;3.5;3.37;5;85;6;-500.26;5.5;10;5.14;6.71;5.79;5.11;5.37;3.74;3.98;3.54;6.51;5.57;5.46;5.46;6.71;8.23;5.55;5.81;5.72;5.46
6.7;0;511;0;0;-0.32;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.08;6997.07;7000;0;1;384;18.24;3.5;3.37;5;85;6;-500.26;5.5;10;5.15;6.72;5.77;5.11;5.37;3.75;3.98;3.54;6.51;5.58;5.46;5.46;6.72;8.22;5.55;5.81;5.72;5.46
6.8;0;511;0;0;-0.33;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.08;7000;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.25;5.5;10;5.17;6.74;5.75;5.11;5.37;3.75;3.98;3.54;6.51;5.59;5.46;5.46;6.73;8.21;5.55;5.81;5.72;5.46
6.9;0;511;0;0;-0.32;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.08;7000;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.25;5.5;10;5.19;6.76;5.73;5.11;5.37;3.76;3.98;3.54;6.51;5.6;5.46;5.46;6.74;8.2;5.55;5.81;5.72;5.46
7;0;511;0;0;-0.31;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.08;6990.59;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.24;5.5;10;5.21;6.78;5.72;5.11;5.37;3.77;3.98;3.54;6.51;5.6;5.46;5.46;6.75;8.19;5.55;5.81;5.72;5.46
7.1;0;511;0;0;-0.3;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.96;6980.59;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.23;5.5;10;5.22;6.79;5.7;5.11;5.37;3.78;3.98;3.54;6.51;5.61;5.46;5.46;6.76;8.18;5.55;5.81;5.72;5.46
7.2;0;511;0;0;-0.33;0;382.6;-19.6;6;6;72.1;83;8;88.5;6.96;6980;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.22;5.5;10;5.24;6.81;5.68;5.11;5.37;3.79;3.98;3.54;6.51;5.62;5.46;5.46;6.76;8.17;5.55;5.81;5.72;5.46
7.3;0;511;0;0;-0.31;0;382.55;-19.6;6;6;72.1;83;8;88.5;6.96;6980;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.22;5.5;10;5.26;6.83;5.66;5.11;5.37;3.8;3.98;3.54;6.51;5.63;5.46;5.46;6.77;8.16;5.55;5.81;5.72;5.46
7.4;0;511;0;0;-0.31;0;382.5;-19.6;6;6;72.1;83;8;88.5;6.96;6989.41;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.21;5.5;10;5.28;6.85;5.65;5.12;5.38;3.8;3.98;3.54;6.51;5.64;5.46;5.47;6.79;8.16;5.55;5.81;5.72;5.46
7.5;0;511;0;0;-0.32;0;382.5;-19.6;6;6;72.1;83;8;88.5;6.96;6999.41;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.2;5.5;10;5.29;6.91;5.63;5.13;5.39;3.8;3.98;3.54;6.51;5.64;5.46;5.48;6.81;8.15;5.55;5.81;5.72;5.46
7.6;0;511;0;0;-0.3;0;382.5;-19.6;6;6;72.1;83;8;88.5;6.96;6990.59;7000;0;1;384;18.25;3.5;3.37;5;85;6;-500.19;5.5;10;5.3;7.04;5.62;5.14;5.4;3.8;3.98;3.54;6.51;5.64;5.46;5.49;6.83;8.14;5.55;5.81;5.72;5.46
7.7;0;511;0;0;-0.29;0;382.5;-19.65;6;6;72.1;83;8;88.5;6.96;6980.6;6961.36;0;1;384;18.25;3.5;3.37;5;85;6;-500.19;5.5;10;5.31;7.17;5.61;5.15;5.4;3.8;3.98;3.54;6.51;5.64;5.46;5.5;6.84;8.13;5.55;5.81;5.72;5.46
